"ANKIB1","LIG3","DBF4","HFE","ATP2C1","RUFY3","AQR","ARNTL2","EDC4","RAB27B","LSG1","DSG2","HERPUD1","POLQ","LAMA3","LAMC2","PARP12","ZNF76","SEC61A2","CHFR","SRI","LRCH4","UBE2K","REXO1","RAPGEF3","CD59","RRN3","ALG9","LAG3","RAB11FIP3","ALKBH5","TMEM101","CDC45","SH2D3C","SRPK1","HNRNPH3","KLHL22","HMGXB4","HDAC10","PLEK2","RSPO4","TAF1C","MTFMT","ESRP1","CHRAC1","KCNN4","DMPK","IL27RA","MIER2","PLEKHA4","CRTC1","ZNF14","RUNDC3B","CDK6","BET1","MET","TAX1BP1","RLN1","UNC119","GNRHR","OSBP","CD81","SLC35F2","OAS2","TFEB","TFG","TP53I3","KCNJ13","TRIM67","RNF2","RPL21","WWP1","HJURP","IL17C","TREM1","NRSN2","SBDS","BEST3","MPST","PRKRIP1","MOSPD2","GADD45G","DNMT1","LRP3","ATP6V1E1","CAP1","ACAP3","TOP2A","PRMT7","SLC39A11","MRPS36","TIMM17A","ARHGAP32","PRR5L","NAT10","BRIP1","USP20","RNF121","KIF23","HAUS2","CLCA2","PNPT1","CENPO","MYPN","HCN4","FGF5","SHROOM3","VAMP1","VPS37B","RHOF","MBNL2","CMTM2","DPEP3","GFOD2","PELP1","PADI1","NXPH2","PHOSPHO2","EIF2A","NCEH1","SRD5A1","CDCA5","TATDN1","PLIN2","LRSAM1","DGKZ","CHEK1","DUSP15","EPS8","PTPN14","ZNF256","CAST","SLC25A27","TMSB4Y","WNT7A","PEX10","B4GALT5","HTR6","ZNF276","RACGAP1","FLYWCH2","TTC9C","PDZK1IP1","FBLIM1","MSX1","IWS1","S100A12","LRRC58","ZNF148","PIGX","F2RL1","TRA2A","MELK","LRRC18","REEP3","E2F7","TMCO5A","NOLC1","ZNF3","ZSCAN21","STAT6","MYO5B","ZNF23","NFKBID","ZNF83","SETD5","TM4SF20","P2RY12","ZNF804A","ARMC10","RNF139","LRRC8E","BPGM","ZMAT3","C11orf86","PRPF8","NPAS4","MRPS22","EIF1AD","RAB6A","LYSMD3","ZNF404","ANAPC2","B3GNT8","ZNF491","HNRNPA0","TMEM139","GPC5","SPDYE7P","D2HGDH","DDX60L","FAM181B","C8orf33","NDN","RBM10","AP2A2","MYBL1","FAM186A","C15orf41","UBE2H","MESP2","EVL","HRH1","TRPV1","PGAP1","MYO5A","S100A10","MBP","MIER1","ZNF485","HLA.DRB5","WDHD1","TYW1","TAP2","GABBR1","SAMD9","SYT3","LTC4S","GPC2","PEX26","LINGO3","TNFRSF13B","RPSAP52","CDK3","TUG1","RACGAP1P"
11.97,6.7,4.34,3.83,15,25.31,8.2,12.31,20.74,3.99,14.45,9.64,34.47,2.31,43.3,34.55,10.32,14.29,2.4,21.28,11.12,19.29,4.94,8.93,7.4,105.35,6.51,4.64,0,13.44,4.03,1.48,0.98,0.93,29.53,16.44,3.08,7.69,9.25,9.43,0,20.4,5.09,17.35,3.54,9.98,13.1,0.2,5.01,8.21,3.76,2.62,0.14,10.98,6.24,14.76,34.49,0.1,4.4,0,9.43,28.74,1.6,6.6,3.09,19.92,17.22,0.03,0,4.97,14.74,30.86,2.75,0,2.8,1.11,13.63,0.12,8.64,8.32,3.83,0.99,19.94,0.37,11.76,21.08,15.46,7.31,9.34,10.48,3.19,21.87,15.52,3.94,11.55,1.43,2.9,6.85,3.09,4.8,0,35.81,3.25,0.52,0.08,1.32,71.86,3.83,18.24,7.08,19.91,0.61,0,2.48,3.93,0.22,0,1.23,22.26,3.19,2.44,1.68,8.86,5.27,6.71,14.3,7.34,0.15,58.07,8.37,1.01,59.29,8.05,0.05,0.75,1.77,5.33,0,23.71,4.02,2.6,7.85,10.96,29.88,0.33,18.55,0.33,5.05,15.27,2.64,10.03,29.96,2.41,0,6.34,2.43,0,11.81,9.4,1.55,56.01,10.4,1.72,6.04,50.02,77.65,0.85,0,0.03,8.05,3,2.33,2.43,6.89,1.21,31.92,0.03,9.01,7.01,13.95,3.37,0.93,8.22,0.59,0.56,7.25,2.1,0.11,0.08,15.43,17.54,0.09,3.25,0.92,6.52,22.8,0.26,0.22,3.87,13.75,0.13,7.54,2.28,4.33,2.38,6.6,117.78,11.75,9.26,2.59,17.55,2.14,11.68,3.57,17.4,4.87,0.03,0.3,1.02,6.75,0,0.38,0.09,3.28,28.81,0
20.4,13.47,8.17,7.61,36.31,17.34,18.91,12.01,10.7,16.92,19.77,50.4,52.71,1.99,24.22,46.47,31.41,5.64,2.89,7.02,61.35,22.94,39.49,7.54,2.98,237.25,25.97,11.61,1.09,6.04,20.6,12.06,3.59,2.31,29.4,29.28,5.75,6.87,5.86,21.92,0,6.13,6.02,52.62,14.98,18.29,6.43,0.99,6.81,4.76,2.29,3.45,0.84,32.15,19.07,114.43,114.87,0.02,8.29,0,25.74,154.15,7.61,84.89,8.37,71.19,9.56,0.02,0.02,10.94,58.37,35.41,6.21,0.2,2.78,1.51,64.12,0.16,23,8.99,13.09,2.66,14.95,7.1,78.6,118.43,4.5,28.3,14.92,18.05,16.06,32.12,28.37,15.86,15.02,1.71,3.99,9.76,9.91,11.95,0.04,27.19,6.61,0.07,0.01,0.5,47.68,0.64,15.17,9.97,54.89,0.32,0.01,3.82,6.31,3,0,3.64,57.94,33.99,13.53,5.48,20.3,29.81,7.25,15.46,9.31,0.15,93.37,11.58,1.73,165.88,2.56,0.57,1.7,5.45,33.15,0.03,7.29,11.11,6.03,20.12,95.43,32.06,1.58,25.26,0.38,22.88,21,15.3,54.22,29.53,13.54,0.05,60.03,1.46,0,33.12,13.63,3.4,38.82,29.25,4.01,3.06,46.14,20.19,12.72,0.81,0.14,28.87,14.86,2.9,10.41,6.78,0.42,29.92,0.04,27.55,11.99,57.85,12.03,1.12,6.49,0.83,0.31,25.47,6.69,0.06,0,6.9,22.02,0.08,9.58,7.1,10.6,16.88,1.19,0,3.43,60.61,0.38,13.95,7.28,0.53,3.06,7.32,487.67,22.87,21,2.33,17.1,2.2,11.41,29.49,3.56,81.6,0.04,1,0.6,13.15,0.01,0.22,0.28,1.23,39.42,0
21.08,13.19,4.83,4.43,30.1,24.36,13.62,10.37,11.45,7.29,14.57,17.55,39.36,1.29,36.73,18.25,22.98,9.98,3.66,15.87,37.77,22.08,18.64,7.22,5.88,164.85,14.66,10.13,0.31,10.75,26.71,5.01,0.46,1.78,18.88,58.61,6.69,6.4,6.5,10.22,0.08,7.97,7.25,19.43,17.89,23.59,46.06,2.09,5.27,9.59,4.09,5.07,1.08,14.69,12.14,29.22,77.79,0.09,5.15,0,21.29,138.86,5.27,10.48,6.83,39.31,14.38,0.01,0.04,8.82,27.48,40.69,2.54,0,0.51,4.35,74.74,0.13,10.51,11.84,7.2,2.23,16.01,6.49,42.76,109.62,7.51,6.93,15.23,9.74,7.16,19.1,18.81,8.57,12.96,1.05,7.58,9.61,3.54,7.3,0.01,17.13,2.42,0.7,0.18,3.02,46.93,3.07,19.25,5.2,44.83,0.25,0,3.16,7.65,23.07,0,3.82,41.02,10.26,5.16,1.16,16.28,9.38,10.42,12.48,3.56,0.22,45.51,18.71,4.18,152.79,6.87,1.46,1.52,7.54,15.57,0,10.92,6.39,9.53,13.14,33.85,33.43,0.49,21.78,0.08,13.83,20.28,7.72,18.82,47.05,2.6,0,33.07,0.83,0.29,19.78,14.37,5.01,68.59,10.64,4.99,3.15,44.12,48.96,1.13,1.63,0.25,21.65,9.91,1.74,9.36,11.75,0.54,40.66,0.29,16.42,10.64,44.31,8.2,2.29,9.53,0.81,1.11,22.02,2.87,0.45,0.14,12.24,18.28,0.14,11.24,14.13,10.05,16.62,3.53,0.12,7.32,48.43,0.12,18.32,5.22,1.74,6.48,6.54,123.23,13.08,26.72,3.87,13.16,2.19,9.36,5.15,12,15.19,0.21,1.29,0.64,8.41,0.07,0.13,0.36,1.21,38.69,0.02
17.29,9.71,4.33,5.28,45.32,21.04,12.49,19.25,14.08,7.39,19.76,216.38,44.53,1.89,78.71,70.46,16.98,9.71,3.13,9.05,44.09,11.01,19.87,6.09,5.59,187.9,17.56,11.7,0.08,13.02,19.28,9.07,1.33,1.17,33.36,40.66,5.44,8.21,5.82,15.74,6.06,7.39,4.57,42.74,14.37,41.77,6.71,1.01,4.32,3.85,1.38,4.1,0.22,15,8.71,70.5,134.91,0.1,8.01,0,22.64,71.59,6.27,15.38,3.67,53.24,21.13,0.05,0.04,14.23,26.39,35.88,4.97,0,4.01,5.33,45.53,0.03,10.62,6.27,10.37,1.22,18.9,2.9,38.68,141.28,7.37,16.24,14.66,21.71,6.67,15.27,38.39,11.8,14.27,2.2,5.45,11.33,5.18,6.69,0.05,15.87,3.25,0.05,0.03,0.85,25.1,1.74,17.9,6.97,48.03,0.2,0,3.88,6.06,65.2,0,3.15,44.94,11.29,9.48,3.25,14.46,20.77,8.3,12.25,5.46,0.16,98.29,20.45,3.2,120.91,6.53,0,1.47,7.53,36.49,0.03,10.05,10.05,12.22,15.61,21.1,24.84,0.73,22.71,0,12.89,19.46,8.47,16.58,44.86,5.97,0,48.98,1.97,0.02,14.79,7.86,2.59,57.68,16.7,4.04,1.85,56.07,67.95,1.51,0.11,0.11,14.85,12.67,4.15,8.58,9.01,0.35,48.1,0.03,17.03,13.49,60.8,5.48,1.98,9.05,0.94,0.43,20.57,10.66,0,0,11.15,16.25,0.11,10.31,5.14,11.86,16.96,0.97,0.02,3.6,36.25,0.07,15.14,8.9,1.16,6.05,9.51,276.63,28.83,16.67,1.92,56.18,3.72,9.09,4.81,13.07,13.37,0.13,0.68,0.62,8.2,0.02,0,0.09,3.58,46.81,0
28.45,8.38,6.8,7.63,21.24,36.63,11.73,11.77,23.05,3.73,23.16,15.67,39.31,4.25,42.23,47.71,39.36,15.18,3.66,32.6,26.33,57.69,6.38,9.73,18.01,97.37,6.74,8.98,1.01,9.44,9.25,2.26,4.63,1.8,28.08,43.87,5.68,12.42,18.61,14.84,0.2,17.24,6.09,21.06,8.02,16.67,29.35,1.54,6.23,7.16,5.19,5.64,0.27,23.46,11.37,33.12,64.58,0.07,4.57,0,18.49,76.04,5.22,9.34,7.81,24.75,29.01,0.07,0.01,9.36,17.44,41.12,6.25,0,3.81,3.34,27.83,0.24,10.29,18.96,17.68,3.12,25.97,3.05,38.65,128.73,13.55,12.23,16.36,11.55,4.04,21.54,40.46,28,10.09,2.37,5.62,17.34,8.48,5.88,0,30.95,4.13,0.14,0,1.29,15.13,10.09,23.48,5.89,43.7,1.2,0,4.07,6.39,70.02,0,2.65,21.14,6.99,3.43,2.81,11.67,13.58,13,17.76,9.1,0.09,58.93,18.29,2.28,167.5,7.6,0.51,0,3.76,6.61,0.04,34.97,7.62,8.69,20.44,16.85,33.63,0.51,37.24,0,6.64,18.81,4.64,8.04,53.37,3.34,0.07,16.07,2.86,0,15.44,17.25,4.79,72.7,10.24,4.9,10.33,58.68,71.71,0.91,0.61,0.1,14.69,5.83,2.73,4.88,8.51,0.48,40.62,0.11,10.61,11.35,27.38,4.79,0.88,12.23,0.71,1.39,13.04,7.48,0.12,0,32.68,34.42,0,5.17,6.08,11.96,22.28,1.57,0.18,3,40.69,0.09,30.9,4.48,4.57,4,9.6,130.66,13.84,15.26,5,29.94,3.15,13.89,24.78,28.55,18.88,0.13,0.49,1.42,14.13,0,0.1,0.96,4.87,51.44,0.07
20.45,6.71,4.89,8.31,45.03,20.07,17.33,30.42,12.84,9.29,21.06,106.63,57.74,2.66,104.86,111.5,15.08,6.74,1.59,8.49,36.97,10.43,30.03,4.12,3.57,393.4,23.4,10.36,1.34,6.61,19.59,9.38,2.41,1.8,21.01,44.52,7.01,11.59,7.87,28.48,0.04,6.95,5.74,31.43,13.02,17.74,4.33,1.12,2.8,3.89,2.13,3.48,0.36,9.94,7.09,62.99,84.4,0.03,4.11,0,20.71,99.58,12.8,19.84,3.57,50.34,22.88,0,0.04,16.58,24.16,39.93,9.45,0.17,9.44,4.35,53.69,0.05,15.6,5.39,10.59,1.86,12.27,2.88,49.17,121.53,5.74,45.2,10.4,13.36,7.89,23.28,17.3,9.75,11.38,1.76,2.84,10.73,12.59,10.12,0.11,16.16,4.83,0.06,0.01,0.55,16.39,1.37,27.47,20.24,63.26,0.67,0.1,3.91,5.55,62.92,0,2.6,51.54,23.82,6.22,5.28,21.3,30.25,3.58,10.9,8.88,0.2,66.06,12.64,2.74,108.82,3.32,0.27,4.26,7.98,19.91,0.02,7.42,18.41,10.47,14.14,16.68,31.67,1.85,22.13,0.43,16.39,22.55,7.55,23.79,32.08,8.38,0.04,31.12,3.79,0,16.99,7.52,3.25,41.94,16.69,3.79,2.63,44.82,47.54,0.87,0.2,0.14,17.69,13.73,1.84,7.77,6.07,0.24,41.32,0.01,19.36,11.78,57.42,6.3,0.37,5.58,0.45,0.5,19.34,8.49,0.07,0,8.7,44.55,0,13.17,6.05,11.34,15.66,2.81,0.03,2.76,31.73,0.11,17.77,23.96,0.28,4.14,6.71,447.77,11.96,18.24,1.25,46.5,5.34,8.18,6.77,4.39,17.65,0.08,0.72,0.49,7.95,0,0.06,2.93,3,38.02,0
16.79,12.79,6.16,3.83,55.03,15.78,10.33,23.61,9.59,44.92,15.48,53.7,82,1.54,170.07,139.82,24.29,4.55,1.04,6.81,134.22,7.94,26.23,5.66,6.2,396.04,19.65,8.99,0.23,3.88,15.5,11.73,2.02,1.39,22.43,27.58,6.15,9.96,8.71,36.81,0.05,4.59,5.96,48.36,21.41,34.95,4.7,4.44,4.54,9.87,1.84,4.17,0.21,8.66,13.3,56.35,79.79,0.08,8.34,0,24.13,77.94,13.21,9.94,5,57.29,10.88,0.16,0.01,16.19,26.74,37.31,4.69,0,5.3,1.28,51.47,0.11,27.08,7.5,7.66,2.63,12.49,5.19,50.54,136.8,3.95,28.76,12.38,30.33,12.94,27.84,20.01,4.06,15.73,1.8,2.71,7.66,4.48,8.06,0.04,12.55,2.38,0.11,0.01,0.33,81.18,1.55,14.2,6.16,40.54,0.08,0.02,3.99,5.89,1.27,0,2.32,53.22,27,9.28,3.22,32.7,29.63,3.51,11.64,5.45,0.11,68.02,14.62,1.86,146.25,0.55,0.48,0.02,10.33,29.53,0,4.41,12.39,4.36,15.93,107.34,25.87,3.21,20.92,0,13.81,15.95,11.93,79.99,19.05,4.93,0.02,17.12,0.78,0.09,17.57,10.03,3.51,41.12,25.55,1.86,1.71,20.59,29.44,1.74,0.38,0.08,23.92,21.36,6.88,10.35,6.12,0.94,31.1,0,23.81,11.32,39.58,10,1.81,4.61,1,0.53,23.06,4.07,0.22,0,5.77,18.68,0,22.46,2.98,10.77,15.47,0.8,0,5.8,31.77,0.17,9.94,3.12,0.19,13.07,7.5,323.01,11.82,26.56,1.84,54.63,3.13,9.14,6.49,2.49,14.14,0.05,0.48,0.17,11.48,0.03,0.12,0,1.32,37.48,0
22.32,8.12,3.95,3.41,34.26,26.74,10.41,11.29,26.97,3.11,8.35,84.64,48.04,4.79,44.21,125.94,24.5,16.68,1.95,19.94,27.8,38.47,15.72,5.88,6.05,142.51,9.54,9.38,2,13.62,14.31,3.55,4.78,1.25,18.76,37.47,6.98,10.4,22.9,6.72,0,25.93,4.02,26.46,9.6,83.45,18.45,1.54,6.28,14.95,6.13,3.33,0.16,7.33,7.29,38.83,35.14,0,6.39,0,15.97,117.24,4.1,4.07,4.16,32.09,16.75,0,0,7.22,3.88,27.59,5.05,0,1.39,3.49,17.11,0.17,16.97,7.27,6.13,2.74,14.37,3.05,12.48,74.36,16.5,11.27,18.33,17.54,3.94,16.46,29.48,6.92,7.08,2.78,7.55,11.8,10.24,4.11,0.08,26.37,1.29,0.15,0.04,0.84,38.77,10.69,22.45,4.03,29.92,0,0,5.39,10.96,21.44,0,1.44,22.18,7.65,9.69,2.4,13.24,5.55,11.27,15.01,4.53,0.19,66.73,20.8,2.89,76.87,13.59,0,1.09,5.36,20.31,0,26.06,3.02,5.83,10.77,34.6,37.31,0.66,28.38,0,7.09,23.29,4.88,10.34,33.89,3.3,0,8.42,1.45,0,17.04,6.1,1.91,61.54,7.2,3.72,8.96,52.4,72.13,0.28,0,0,11.8,4.94,2.66,5.55,6.7,0.27,54.14,0,9.41,4.06,20.94,5.03,1.56,14.03,5.38,0.26,8.56,2.97,0.11,0,19.21,13.81,0.17,4.89,0.68,9.28,24.72,1.5,0.6,3.87,31.65,0,28.02,1.99,1.79,3.85,13.57,243.79,7.45,15.69,1.27,34.37,1.72,5.97,6.89,19.68,10.96,0,0,2.57,5.86,0,0,0.37,3.87,28.47,0
26.04,9.04,4.92,4.04,38.23,31.22,9.73,12.07,13.3,5.57,19.22,45.03,32.05,2.32,35.91,37.76,44.98,13.16,2.7,16.01,40.69,25.24,9.62,8.23,2.36,119.85,7.92,8.15,0.91,11.52,14,5.98,1.34,2.58,56.69,36.52,6.79,7.46,13.69,13.1,0,9.3,4.1,13.35,6.71,20.86,13.73,1.34,5.76,6.19,3.76,2.66,0.35,17.21,8.85,37.73,44.01,0.18,4.34,0,14.29,76.47,3.95,21.18,3.84,29.78,15.58,0,0.03,6.27,12.12,24.82,3.58,0,3.38,3.19,19.15,0.11,12.23,12.03,7.63,1.64,20.98,4.62,27.22,81.05,14.73,9.27,10.25,10,3.11,12.46,22.54,15.81,8.84,1.42,3.58,9.21,6.86,4.26,0.02,15.94,2.42,0.22,0.09,1.01,30.81,5.78,25.6,7.92,44.95,0.7,0,2.91,7.01,1.85,0,1.75,28.72,9.6,3.22,1.92,7.34,8.06,8.47,14.29,4.49,0.4,40.65,18.18,1.02,116.87,5.78,0.77,2.37,4.71,18.23,0.09,13.71,6.04,7.44,12.48,51.89,73.63,0.73,17.65,0.13,9.12,12.38,4.84,12.09,39.98,4.45,0.08,21.97,2.77,0,14.07,11.17,3.94,53.67,12.91,3.2,5.55,55.56,71.48,0.03,0.2,0.05,13.55,5.16,1.93,12.26,6.93,0,34.03,0.15,12.26,7.14,33.08,5.56,2.31,11.76,0.52,0.74,21.59,4.37,0.15,0,10.16,15.09,0.07,5.97,7.35,9.92,19.57,1.86,0.14,4.31,53.66,0.1,31.76,4.68,1.96,4.29,11.45,131.35,10.6,20.57,1.83,69.17,4.08,5.88,6.62,17.63,19.85,0.12,0.88,1.02,12.94,0,0.24,0.73,2.73,36.21,0.03
19.99,8.08,15.87,4.41,42.41,8.8,15.42,59.09,16.31,5.77,18.53,73.39,35.71,4.44,97.24,207.03,15.91,5.91,1.45,10.06,58.99,6,36.66,5.96,7.1,555.68,17.56,11.65,0.41,5.16,27.99,9.04,12.42,1.21,35.67,44.42,5.63,9.66,3.8,48.14,0.05,4.33,7.35,23.32,14.87,18.16,3.42,3.73,5.98,3.65,0.92,1.59,0.21,57.56,9.43,121.8,60.09,0.04,7.52,0,16.83,104.82,10.87,11.39,3.12,68.48,13.37,0,0.01,12.98,36.73,12.63,11.09,0,5.19,4.71,64.63,0,6.8,9.01,6.98,1.88,25.16,3.4,58.8,165.3,8.42,73.57,14.74,7.13,15.87,30.38,9.35,3.95,19.86,4.08,3.63,9.92,26.89,15.1,4.49,16.06,8.65,0.04,0,0.38,13.65,0.85,25.29,6.76,53.42,0.04,0.03,4.04,7.24,2.23,0.22,0.88,52.75,8.04,12.1,13.64,19.14,32.3,3.37,16.71,21.65,0.07,33.85,15.82,3.46,284.28,1.12,0.08,3.96,15.78,45.19,0,3.83,35.5,7.91,12.1,1.47,24.28,1.48,15.26,0.27,12.94,19.04,10.14,28.15,30.81,19.12,0,23.21,5.6,0,37.68,9.32,1.51,31.7,13.47,3.69,3.06,11.83,20.94,0.01,0.51,0.11,26.99,15.56,2.77,10.66,4.46,0,36.33,0.11,31.01,14.92,49.29,6.45,0.93,6.98,0.34,0.2,34.93,1.03,0.03,0.02,2.41,4.73,0.1,17.76,4.69,14.58,16.52,2.28,0.01,3.91,43.4,0.05,12.33,19.16,0.05,3.97,10.26,499.98,9.37,20.21,0.73,35.02,12.03,8.13,8.08,2.78,32.66,0.33,0.78,0.28,11.68,0,0.06,0.39,1.07,31.39,0
