"ANKIB1","LIG3","DBF4","HFE","ATP2C1","RUFY3","AQR","ARNTL2","EDC4","RAB27B","LSG1","DSG2","HERPUD1","POLQ","LAMA3","LAMC2","PARP12","ZNF76","SEC61A2","CHFR","SRI","LRCH4","UBE2K","REXO1","RAPGEF3","CD59","RRN3","ALG9","LAG3","RAB11FIP3","ALKBH5","TMEM101","CDC45","SH2D3C","SRPK1","HNRNPH3","KLHL22","HMGXB4","HDAC10","PLEK2","RSPO4","TAF1C","MTFMT","ESRP1","CHRAC1","KCNN4","DMPK","IL27RA","MIER2","PLEKHA4","CRTC1","ZNF14","RUNDC3B","CDK6","BET1","MET","TAX1BP1","RLN1","UNC119","GNRHR","OSBP","CD81","SLC35F2","OAS2","TFEB","TFG","TP53I3","KCNJ13","TRIM67","RNF2","RPL21","WWP1","HJURP","IL17C","TREM1","NRSN2","SBDS","BEST3","MPST","PRKRIP1","MOSPD2","GADD45G","DNMT1","LRP3","ATP6V1E1","CAP1","ACAP3","TOP2A","PRMT7","SLC39A11","MRPS36","TIMM17A","ARHGAP32","PRR5L","NAT10","BRIP1","USP20","RNF121","KIF23","HAUS2","CLCA2","PNPT1","CENPO","MYPN","HCN4","FGF5","SHROOM3","VAMP1","VPS37B","RHOF","MBNL2","CMTM2","DPEP3","GFOD2","PELP1","PADI1","NXPH2","PHOSPHO2","EIF2A","NCEH1","SRD5A1","CDCA5","TATDN1","PLIN2","LRSAM1","DGKZ","CHEK1","DUSP15","EPS8","PTPN14","ZNF256","CAST","SLC25A27","TMSB4Y","WNT7A","PEX10","B4GALT5","HTR6","ZNF276","RACGAP1","FLYWCH2","TTC9C","PDZK1IP1","FBLIM1","MSX1","IWS1","S100A12","LRRC58","ZNF148","PIGX","F2RL1","TRA2A","MELK","LRRC18","REEP3","E2F7","TMCO5A","NOLC1","ZNF3","ZSCAN21","STAT6","MYO5B","ZNF23","NFKBID","ZNF83","SETD5","TM4SF20","P2RY12","ZNF804A","ARMC10","RNF139","LRRC8E","BPGM","ZMAT3","C11orf86","PRPF8","NPAS4","MRPS22","EIF1AD","RAB6A","LYSMD3","ZNF404","ANAPC2","B3GNT8","ZNF491","HNRNPA0","TMEM139","GPC5","SPDYE7P","D2HGDH","DDX60L","FAM181B","C8orf33","NDN","RBM10","AP2A2","MYBL1","FAM186A","C15orf41","UBE2H","MESP2","EVL","HRH1","TRPV1","PGAP1","MYO5A","S100A10","MBP","MIER1","ZNF485","HLA.DRB5","WDHD1","TYW1","TAP2","GABBR1","SAMD9","SYT3","LTC4S","GPC2","PEX26","LINGO3","TNFRSF13B","RPSAP52","CDK3","TUG1","RACGAP1P"
10.93,10.99,4.36,5.04,27.55,7.71,8.44,13.37,10.2,12.99,9.39,40.27,37.69,0.76,73.9,101.55,18.94,5.63,0.92,5.7,72.8,10.93,14.34,4.06,1.95,311.65,12.72,5.58,0.9,4.62,14.72,9.36,2.62,1.93,15.88,19.84,5.28,6.22,7.17,19.2,0,4.77,3.81,18.79,9.96,33.81,2.8,2.3,3.38,4.26,1.85,2.72,0.17,11.46,6.26,33.64,55.69,0.08,5.13,0,16.99,124.67,5.71,45.03,6.18,28.13,10.18,0,0.01,9.12,28.29,16.99,2.8,0.06,3.27,2.37,35.98,0.14,38.74,4.75,4.55,1.71,9.18,7.41,38.81,102.66,3.23,13.02,9.57,14.04,6.34,10.47,18.5,2.54,10.27,1.42,3.25,8.6,4.46,4.11,0.02,10.12,2.82,0.08,0.25,0.34,94.11,1.21,9.33,7.13,28.52,0.15,0.05,2.89,4.89,2.23,0,1.65,23.52,29.33,4.74,3.19,15.76,14.59,4.61,11.87,5.43,0.12,46.79,10.96,1.31,76.25,0.51,0,2.04,7.49,20.91,0,4.99,5.95,5.41,10.14,110.9,23.85,0.5,13.95,0.09,5.2,12.19,4.35,21.76,9.7,4.9,0.02,10.05,0.51,0.03,19.06,6.66,2.69,33.86,18.78,1.51,2.15,8.18,18.23,34.09,0.66,0.03,12.77,12.75,2.52,8.27,3.3,0.7,33.01,0.02,16.06,9.75,30.17,4.34,0.63,5.25,2.1,0.2,15.49,7.82,0.12,0.02,5.49,17.47,0.21,7.26,5.7,9.1,14.9,0.51,0.02,4.44,22.37,0.19,10.46,2.29,0.36,2.95,5.83,118.23,8.48,12.95,1.8,76.69,2.4,6.65,14.67,1.64,21.08,0.16,0.79,0.03,10.87,0.03,0.42,0.22,0.83,22.2,0
12.66,10.05,3.68,4.82,55.19,5.3,4.57,11.3,10.91,11.18,10.85,47.44,55.98,1.55,44.75,63.82,11.43,4.89,1.52,4.99,49.89,4.7,13.33,3.66,3.17,241.14,11.69,10.75,0.17,4.64,26.36,14.25,5.18,1.94,25.87,17.62,6.04,5.03,2.42,14.03,0,2.43,2.13,11.9,3.97,18.65,2.43,2.34,3.46,3.97,0.85,2.08,0.02,25.46,6.34,38.9,65.64,0.04,12.81,0,30.44,52.88,15.04,25.33,6.27,34.8,7.48,0.09,0.01,9.3,27.42,7.83,3.62,0.11,7.03,1.58,33.8,0,38.06,4.29,11.17,5.5,11.92,11.14,50.92,119.28,1.9,17.35,7.64,18.71,3.21,11.62,30.47,3.33,12.95,1.57,3.46,12.2,3.3,3.07,0,8.98,3.16,0.01,0.01,0.11,45.16,0.68,11.74,9.9,22.91,0.69,0.03,3.27,9.04,1.27,0,1.52,25.12,22.28,5.98,5.98,3.81,33.56,3.19,10.77,8.32,0.47,44.8,9.02,0.94,41.32,0.11,0,0.01,3.77,29.8,0,3.3,13.18,4.28,15.85,181.13,25.49,0.88,24.41,0.49,7.2,20.39,7.37,16.58,13.15,3.29,0,11.63,1.13,0,25.27,9.33,3.39,26.08,15.61,1.64,1.27,4.23,15.06,14.27,0,0.01,17.52,4.25,4.13,5.65,2.42,0.3,43.03,0,23.7,12.1,43.25,2.32,0.92,4.61,2.34,0.16,11,7.08,0,0,4.35,3.2,0,6.59,2.89,9.89,9.14,1.11,0,2.51,33.64,0.43,4.61,5.89,0.51,2.31,2.82,167.02,8.47,17.32,1.05,87.9,1.55,6.45,12.41,1.21,6.83,0.12,1.25,0.32,10.38,0,0,0.07,0.53,15.95,0
11.81,7.97,2.26,5,34.23,7.6,7.63,15.23,8.26,8.64,11.84,128.57,27.48,0.87,63.71,204.38,16.19,6.26,1.5,8.46,123.81,10.02,14.59,2.85,3.01,240.55,13.62,3.67,1.12,7.02,17.02,11.55,0.67,1.2,13.84,19.15,6.97,3.73,6.29,11.13,0.11,4.13,3.44,25.73,10.3,57.38,9.17,1.82,3.55,9.28,1.48,0.94,0.15,23.25,7.35,65.91,64.11,0.07,7.68,0,18.71,210.11,16.39,31.36,5.99,26.05,18.4,0,0.03,13.7,35.48,29.14,1.38,0,3.09,3.94,30.16,0,14.81,4.78,3.64,1.38,7.37,5.51,31.57,145.71,4.66,9.24,7.52,30.23,6.64,13.53,7.31,10.79,9.37,0.73,3.45,11.14,2.71,4.05,1.19,12.72,1.49,0.2,0.09,0.68,44.77,1.42,24.88,6.9,36.42,0.07,0,2.95,6.24,34.03,0.03,1.26,17.44,14.63,5.79,2.13,9.07,9.87,3.46,13.6,1.57,0.11,52.08,14.27,0.36,56.19,2.11,0,0.01,8.06,20.88,0.01,3.12,7.8,12.16,8.43,53.08,15.02,0.22,9.42,0,5.43,14.89,5.2,12.61,9.22,1.14,0,19.79,0.43,0,11.45,7.49,3.35,35.93,14.95,1.31,2.99,12.3,19.66,0.05,0.25,0.07,17.23,16.23,2.6,7.4,5.48,4.06,36.51,0.02,13,9.5,36.51,2.88,0.96,7.13,1.19,0.2,14.68,6.36,0.06,0.03,6.12,12.52,0.11,11.77,7.68,10.64,14.66,1.26,0.02,4.97,21.02,0.07,10.33,8.36,0.21,1.6,7.53,136.43,9.85,12.37,0.89,16.75,2.26,6.73,10.92,2.84,33.33,0.09,1.12,0.2,6.74,0.01,0,0.23,0.8,16.52,0
10.52,1.68,8.09,4.29,8.5,3.66,5.51,27.28,5.33,10.28,6.88,21.26,7.32,1.08,60.69,213.06,15.61,3.07,0.73,4.89,50.32,17.6,45.15,1.83,7.49,373.52,6.33,3.63,0,1.17,13.73,14.82,3.22,0.03,18.88,20.6,1.69,6.89,1.22,38.55,0,2.95,5.38,9.56,13.26,31.17,2.66,0.16,1.69,4.86,0.22,0.34,0,14.16,6.81,51.35,47.8,0.07,2.42,0,4.9,0.08,12.16,3.32,1.16,28.36,31.43,0,0,3.72,544.09,1.47,10.73,0.02,0,1.67,50.62,0.01,4.29,7.97,2.43,0.26,11.24,0.31,28.43,214.66,4.87,28.97,5.58,3.24,20.07,35.05,6.39,1.53,8.45,0.87,1.04,11.8,13.53,12.51,0.01,6.89,7.39,0.19,0,0.03,28.83,0.71,31.31,45.57,16.15,0.05,0,3.04,4.28,13.08,0,1.32,28.07,23.74,2.96,10.76,32.92,0.18,1.89,10.1,7.91,0.02,13.82,5.16,1.62,84.34,0.02,1.96,5.44,14.63,11.86,0.01,2.27,39.27,6.23,14.19,4.56,35.54,0.51,13.74,0,4.06,10.7,4.37,13.76,18.25,18.09,0,25.08,1.83,0,15.88,5.96,1.81,34.59,12.28,1.22,2.89,16.04,11.37,0,0,0,13.22,9.8,0.92,10.39,0.79,0.52,7.94,0,22.16,14.47,20.59,3.14,0.17,10.76,0.34,0.03,17.82,54.11,0.01,0.02,2.39,26.87,0,18.75,0,8.19,8.69,1.43,0.01,5.4,26.93,0.09,0,4.87,0.08,0.61,1.08,482.73,11.01,8.56,0.53,0.04,7.78,4.53,8.26,0.39,16.45,0,0.12,0.09,5.21,0,0,0.06,0.06,11.5,0
1.27,2.82,5.12,0.39,2.47,0.2,0.87,17.89,4.72,5.14,1.22,6.74,10.87,0.25,9.06,29.82,0.71,0.26,0.93,2.68,7.52,4.61,11.33,2.04,0.68,29.83,0.85,3.47,0,2.61,10.06,5.25,3.39,0,4.25,19.25,2.55,0.85,1.99,11.95,0,4.59,1.09,1.37,2.74,7.37,2.2,4.6,0.68,0.16,0.58,0.1,0,10.96,2.08,6.84,3.42,0,0.97,0,1.42,8.66,3.5,0,1.73,4.17,3.45,0,0,0.16,15.44,0.61,4.95,0,0,1.11,24.81,0,3.5,4.07,0,0.28,9.7,1.38,6.2,31.92,3.44,3.7,3.91,1.51,3.78,11.52,1.08,0,2.2,0.09,0.93,12.13,3.32,7.52,0.04,1.96,2.59,0.13,0,0.09,2.88,2.18,4.78,5.14,0.52,0.35,0,1.98,5.03,0.46,0,0,12.8,3.32,1.66,4.3,5.22,0.63,1.26,6,2.7,0,4.38,3.67,0,9,0,0,0.39,6.72,2.34,0,1.54,8.55,6.88,3.48,2.48,2.79,0,2.35,0,0.39,1.58,0.25,0.34,6.05,4.2,0,1.1,0.21,0,8.88,3.4,1.46,17.3,2,0,1.36,2.37,3,0,0,0,3.39,1.15,2.49,0.08,0.2,0.25,8.43,0,7.05,4.8,6.28,0.52,0,3.65,0,0,4.53,0.27,0,0,1.34,0.54,0,5.96,0,5.49,2.03,1.37,0,1.37,8.5,0.76,0,0.49,0.14,0.27,0.14,41.73,1.7,1.88,0.29,1.09,2.42,1.33,5.97,0.18,0.51,0,0,0,2.3,0,0,0,0.28,1.42,0.08
15.16,15.09,7.55,7.6,55.1,7.6,10.33,8.41,15.02,6.22,21.49,32.78,97.62,1.89,34.89,81.75,24.49,5.3,1,7.28,56.7,7.81,24.07,3.82,1.92,147.17,14.81,10.52,1.77,6.47,22.73,11.26,2.17,2.5,34.86,14.73,4.86,5.83,3.66,20.34,0,4.77,4.87,45.23,10.19,5.83,3.67,2.8,3.02,5.06,1.74,2.67,0.56,14.34,9.89,26.92,82.32,0.11,11.52,0,20.74,174.34,12.2,43.63,6.94,40.95,11.42,0.4,0.01,16.65,74.48,45.56,2.47,0.14,3.56,1.66,40.61,0.04,17.93,5.63,12.4,3.45,13.51,7.49,48.86,120.46,4.08,22.11,11.25,15.2,10.05,25.11,15.01,6.2,9.12,1.01,4.67,10.74,3.5,5.77,0.2,14.33,2.1,0.02,0.01,0.14,25.13,0.85,5.96,6.19,26.6,0.09,0.07,4.98,7.24,0.07,0,2.17,35.74,14.52,8.26,2.27,16.68,19.08,5.21,9.71,5.59,0.4,42.02,8.98,0.77,127.85,1.47,0.53,0.01,8.92,19.81,0,6.69,15.33,6.44,9.66,47.38,24.74,1.07,16.43,0.15,16.92,20.56,10.38,19.83,13.24,3.54,0.05,23.16,0.41,0,36.95,10.55,3.51,91.7,21.73,2.83,1.29,6.56,12.6,25.65,2.36,0.14,21.7,19.8,4.25,7.02,6.52,0.2,40.75,0,20.72,8.15,49.42,1.03,0.89,5.47,2.15,0.4,20.45,2.5,0.08,0,4.34,6.4,0.01,18.03,6.62,10.61,13.21,0.94,0,3.32,24.63,0.12,15.52,2.48,0.21,4.32,7.83,199.64,10.42,13.39,1.54,116.76,1.71,8.29,14.75,2.05,13.42,0.07,0.94,0.21,8.03,0,0.18,0.14,0.67,24.77,0
21.38,9.88,4.74,1.9,32.96,11.78,8.32,58.74,11.88,7.82,15.05,65.65,42.3,0.89,36.15,563.71,13.46,6.33,1.77,12.84,52.3,15.21,15.67,4.21,3.69,194.63,11.63,6.71,0.19,5.13,17.94,10.05,1.12,1.98,20.23,18.63,5.45,9.65,5.45,15.1,0.01,5.16,4.1,26.25,9.94,26.2,6.07,3.56,3.84,14.98,2.17,2.57,0.13,30.35,6.88,25.01,43.93,0,5.89,0.01,14.88,118.28,14.68,11.34,4.47,31.9,5.95,0,0.01,15.85,29.02,15.12,2.54,0.04,32.42,3.28,42.07,0.07,28.08,8.25,5.84,2.59,11.98,2.96,46.26,122.12,5.72,6.22,10,13.51,6.14,20.13,19.78,4.78,7.49,0.43,3.04,9.2,3.47,6.57,0.03,12.06,1.77,0.11,0.02,0.46,20.62,1.81,18.3,15.71,19.39,0.16,0.01,2.81,4.48,0.3,0,1.06,50.46,17.46,7.64,2.4,11.98,102.46,6.14,13.1,3.42,0.17,77.48,11.77,1.86,104.08,2.78,0.27,0.14,7.37,19.19,0.02,6.39,6.55,5.38,8.98,41.81,31.37,0.73,11.15,0.3,4.79,17.72,7.5,11.49,14.94,3.27,0,28.21,0.85,0,15.91,9.37,2.61,29.55,14.55,2.28,2.12,33.82,23.54,0.03,0.09,0.12,31.81,9.18,2.44,3.44,6.47,0.17,34.56,0.04,18.26,12.22,30.17,4.61,1,6.77,0.73,0.57,17.27,1.42,0.09,0.02,4.02,12.92,0.02,7.59,3.95,8.08,11.83,0.74,0.03,2.34,17.18,0.08,12.55,4.99,0.5,1.85,7.33,103.74,8.94,13.7,1.3,50.02,1.64,6.59,6.82,7.3,15.71,0.03,0.16,0.62,7.87,0.01,0.04,1.31,1.43,20.91,0
11.47,12.47,3.64,2.08,29.03,6.72,11.54,4.95,10.88,10.73,10.62,23.48,69.19,0.37,26.29,81.94,9.86,3.22,0.9,4.64,82.92,8.58,9.54,4.76,4.3,411.15,15.98,9.22,0.2,7.19,24.67,9.54,0.64,1.17,16.21,14.21,2.9,4.87,2.85,25.07,0,2.82,3.48,22.54,9.45,18.79,2.92,1.74,7.26,2.73,2.08,1.76,0.31,19.7,8.08,40.97,38.88,0,6.73,0,19.31,78.48,8.86,5.28,13.24,40.9,23.48,0,0,7.98,60.89,14.76,1.32,0.05,0.75,1.64,61.89,0.1,45.49,4.23,4.11,1.73,8.55,7.15,36.4,199.37,2.28,7.87,12.87,16.03,6.93,35.12,33.68,9.49,11.66,0.3,3.02,5.43,2.89,5.24,0.01,6.87,2.74,0.04,0.07,0.14,81.01,1.64,9.67,7.21,37.77,0.22,0.03,6.04,4.21,0.19,0.03,3.38,44.01,23.3,29.19,1.46,12.33,10.29,2.62,15.09,4.37,0.29,39.18,13.78,0.68,59.13,1.06,0,0.02,4.23,22.94,0,6.14,4.51,5.04,18.17,208.27,44.15,0.42,17.27,0,7.65,21.27,4.7,32.94,11.35,3.14,0.03,17.56,0.28,0.02,19.52,7.37,2.36,25.06,17.8,1.34,2.58,11.64,9.36,0.32,0.96,0.03,22.38,13.87,3.41,8.72,7.14,2.79,28.23,0.05,16.33,11.82,50.47,4.86,0.6,5.12,0.85,0.46,13.93,1.93,0.09,0.02,4.15,8.69,0.18,9.12,5.55,8.29,12.57,0.72,0.02,3.71,32.19,0.6,9.18,4.49,0.16,1.24,4.76,255.37,12.52,16.17,1.45,19.91,1.6,10.37,5.32,1.36,10.77,0.06,1.78,0.15,7.48,0.02,0.08,0.06,0.47,16.01,0
17.28,9.57,5.85,5.47,38.94,9.48,9.39,28.22,10.54,16.79,13.52,56.75,28.23,1.59,153.25,99.12,21.35,4.4,2.95,9.71,98.72,12.84,15.69,6.91,8.84,309.48,17.91,10.39,0.65,4.79,24.84,14.7,1.82,1.07,23.7,19.29,3.39,6.19,8.08,29.41,0,5.74,5.44,42.6,10.02,42.75,7.09,2.29,7.57,11.01,1.78,3.69,0.15,10.45,9.19,35.29,72.01,0.2,11.17,0,19.65,141.57,6.38,61.62,8.11,39.65,18.14,0,0.01,13.94,71.57,22.99,3.55,0.2,5.07,2.4,38.59,0.08,30.58,9.21,4.55,2.58,13.8,6.46,45.46,165.32,8.5,15.11,10.62,19.43,15.12,27.3,23.64,6.43,12.4,1.13,3.33,12,4.29,6.13,0,17.76,3.17,0.1,0.09,0.36,40.51,2.43,12,14.18,43.49,0.36,0,3.82,7.69,7.56,0,1.77,28.41,12.42,20.39,4.59,11.94,11,2.8,17.34,6.72,0.39,44.19,7.14,2.9,127.75,1.87,0,3.44,9.8,57.03,0,7.43,12.05,5.68,17.65,163.32,35.52,0.72,19.3,0.92,9.36,13.06,6.83,26.08,18.7,4.07,0,38.9,0.98,0.04,26.06,12.04,3.24,47.77,17.57,2.21,2.76,26.29,39.19,1.3,0.5,0.04,21.89,9.19,6.06,6.58,4.58,1.99,35.06,0.06,12.29,14.45,43.65,1.77,0.77,6.77,4.14,0.33,23.25,10.92,0.08,0.04,8.3,9.81,0.05,13.62,5.19,11.02,10.58,0.53,0.03,2.78,41.64,0.08,10.92,5.92,0.41,1.78,6.78,366.78,13.34,20.42,2.49,27.77,1.94,9.11,16.82,2.59,16.8,0.18,0.51,1.42,11.9,0.01,0.04,0.24,1.71,22.39,0
21.99,8.4,4.38,4.09,48.41,16.04,12.22,26.62,9.01,15.34,12.32,472.04,44.86,0.81,143.04,174.33,26.07,4.34,3.23,11.21,77.6,8.68,19.67,3.47,5.62,378.77,16.74,8.61,0.3,5.09,12.77,6.53,1.38,0.57,15.75,37.06,12.62,11.02,5.41,30.61,0,2.65,5.09,40.79,11.8,22.71,4.39,1.01,4.89,2.77,1.86,3.08,0.32,11.12,13.36,131.17,70.9,0,4.13,0.01,17.93,95.01,9.28,25.45,3.13,42.12,29.01,0,0.04,8.32,66.47,32.55,2.21,0.51,6.21,2.23,49.57,0.19,19.38,6.33,10.62,1.13,9.36,1.82,54.08,227.4,4.81,8.71,9.03,60.74,12.98,14.7,25.04,9.44,9.23,1.86,2.04,10.34,3.8,6.33,0,14.1,1.57,0.61,0,1.17,15.26,1.2,16.95,25.97,38.94,0.37,0,2.78,3.74,9.12,0.03,2.81,40.74,13.56,5.75,1.58,21.17,19.21,3.75,8.71,5.14,0.12,87.63,10.91,0.82,147.99,2.41,0,10.38,5.83,28.71,0,6.57,7.04,5.37,12.1,84.42,21.98,0.42,22.42,0.13,10.28,16.7,7.87,25.95,34.82,2.5,0,53.75,1.42,0,16.56,9.34,2.38,34.87,19.75,3.51,1.93,44.56,51.82,0.59,0.23,0.13,25.93,15.35,2.23,8.49,5.22,0.81,26.47,0.09,16.39,9.9,45.36,9.93,1.32,3.93,0.31,0.47,17.6,7.03,0.04,0,3.87,32.06,0.02,8.09,4.98,6.97,14.86,2.8,0.06,3.54,47.99,0.02,13.77,7.7,0.98,2.68,7.89,355.42,22.49,22.08,2.03,58.62,2.87,7.38,4.87,5.66,25.74,0.01,0.35,0.47,9.93,0,0.1,0.96,1.37,42.35,0
0.21,2.54,1.77,8.38,0.76,5.26,0.26,0.69,0,0.23,0.75,5.09,2.6,10.18,2.15,4.97,1.15,3.23,3.26,13.3,1.61,2.36,0.78,0.18,0.98,4.55,0,10.99,0.66,2.54,0.15,0,0,0,4.55,3.99,0.8,0.1,1,1.3,0,0,13.93,0,1.54,0.72,1.13,0,0,0.3,0,0.11,0.52,0.04,4.34,0.51,28.85,0,0.86,18.75,0.17,4.51,1.5,0,0.82,5.76,2.43,35.07,0.45,4.57,4.92,21.21,5.36,0.43,0,0.73,0.6,2.06,14.19,0.5,5.73,2.67,2.91,0.31,3.38,2.45,0.84,0.37,3.22,0,0,18.83,0.08,0.97,0,3.82,1.32,0,2.52,13.9,0.9,88.56,53.06,0.3,0,6.4,2.3,10.55,7.99,18.11,0.09,1.66,0,0,0,0.9,0,0,16.02,0.18,0,1.6,18.98,4.55,0.87,5.06,24.79,0,2.08,376.15,0,34.95,0,0,0,58.19,0.18,0,8.88,0.55,0,5.48,0,51.33,0,0.43,0,7.05,0.04,5.64,0.58,1.04,0,0.27,2.75,0,0.34,0.52,48.61,7.26,6.83,5.11,0,0.56,21.02,1.27,0.57,0,0.09,117.16,0.97,7.49,0,16.38,0,9.7,0,21.37,4.09,9.01,0,1.4,0,2,0,0,4.24,0,0.5,1.32,1.73,0,13.97,0.45,0.56,17.16,2.44,3.01,0.36,11.8,0.28,24.09,1.29,3.37,0.86,6.33,4.35,0.13,3.61,0,0,0,69.61,0,0,0.11,0,1.63,0,2.22,3.24,0,6.44,0,0.46,0
11.78,9.17,3.12,4.78,31.94,10.39,8.59,6.18,11.25,8.83,8.26,43.51,30.92,0.53,85.01,262.12,21.06,4.36,1.45,10,84.6,15.66,19.85,3.15,6.78,340.69,11.27,5.83,0.58,5.12,15.41,7.7,0.81,1.36,22.04,21.98,2.94,4.95,4.67,69.49,0,2.81,3.73,30.2,8.74,44.43,5.11,1.96,4.89,5.4,1.46,3.09,0.23,14.17,4.03,65.77,85.04,0,8.2,0,17.78,109.77,8.81,11.25,7.37,25.81,17.8,0,0.03,14.77,23.06,19.89,2.8,0.73,8.08,1.97,31.36,0.04,25.8,5.86,6.25,3.94,9.49,3.23,29.37,264.11,4.73,11.25,7.8,13.8,6.54,15.8,24.61,13.74,8.62,0.48,4.65,12.42,3.26,4.69,0,10.98,2.19,0.1,0.01,0.31,80.81,0.99,24.48,59.86,25.02,0.2,0.03,4.05,4.05,11.67,0,0.77,21.67,10.95,5.67,3.57,7,29.92,5.14,13.03,2.22,0.13,38.84,6.27,2.45,124.19,0.8,0.05,5.32,7,34.8,0.01,4.71,10.48,7.96,10.78,64.46,66.98,0.48,14.12,1.3,4.34,15.22,6.36,49.9,15.32,6.14,0,22.88,0.51,0,16.67,10.93,2.38,47.49,21.14,1.87,1.98,16.9,20.36,21.51,0.16,0.01,14.57,9.9,5.77,6.36,2.64,13.88,30.48,0.02,12.65,14.43,40.39,4.49,0.28,5.67,3.67,0.16,17.09,7.39,0.1,0,4.52,12.19,0.03,10.48,3.68,10.17,14.7,0.52,0.02,2.3,50.92,0.19,9.56,10.49,0.36,2.86,3.56,453.36,16.16,16.58,0.85,30.49,1.88,4.6,18.8,1.83,31.1,0.03,0.6,0.49,6.96,0.02,0.8,0.14,0.51,16.46,0
64.33,4.03,39.76,10.18,37.38,10.88,14.97,33.56,6.62,18.75,16.57,178.09,37.52,3.64,65.11,187.23,14.89,4.65,1.19,4.91,342.13,19.78,35.37,1.87,4.39,425.48,16.91,10.98,0.04,1.27,14.5,13.73,10.96,0.04,24.83,27.66,3.74,16.14,3.65,30.37,0,2.89,8.55,53.04,11.78,32.91,2.1,0.91,2.51,4.91,0.68,3.34,0.07,47.16,40.84,43.1,73.98,0.05,6.69,0,15.44,0.87,21.19,10.61,2.58,73.85,8.04,0.02,0.01,14.99,111.57,8.71,12.3,0,0.03,1.3,40.36,0.1,20.7,14.85,10.14,0.06,10.41,2.3,106.49,198.71,4.14,100.26,10.9,22.24,30.79,25.42,9.43,2.51,10.36,4.05,1.62,13.53,36.42,17.67,0,13.42,3.52,0.22,0,0.06,31.69,0.35,28.06,43,76.08,0.06,0,2.47,4.22,80.73,0,1.93,68.63,37.87,10.99,13.56,34.14,10.93,2.98,14.69,14.8,0.05,45.36,6.29,0.01,186.83,0.24,0,1.81,6.72,26.95,0.01,2.76,41.75,11,24.13,30.08,30.77,1.02,18.16,0,6.75,25.46,8.53,36.72,28.6,24.1,0,36.03,2.21,0.09,16.37,24.08,8.41,18.15,30.07,3.61,2.18,20.21,20.55,0.01,0,0.01,62.96,24.75,4.05,16.48,2.38,0.06,11.3,0,67.88,10.68,69.71,9.2,3.56,2.54,0.12,0.16,35.54,23.57,0.01,0,3,29.28,0,15.45,0.02,11.54,12.06,6,0,8.4,24.17,0.09,0.3,11.06,0.06,2.41,5.76,532.78,13.02,26.14,1.66,0.04,9.93,5.74,6.86,0.72,54.89,0,0.27,0.43,7.12,0,0,0.72,1.12,21.94,0.01
13.63,6.37,2.58,5.16,28.41,9.49,11.24,13.1,11.81,9.81,12.3,31.06,84.98,0.83,16.59,86.04,22.33,8.67,1.26,10.05,66.26,12.14,21.1,3.92,2.84,313.43,13.94,8.81,0.38,9.57,25.51,14.82,1.97,1.88,14.75,20.88,9.08,8.14,8.25,20.47,0.17,4.74,4.73,22.39,10.29,17.65,5.19,1.97,4.56,10.46,1.34,2.55,0.34,19.13,6.8,48.97,56.78,0.04,8.1,0,21.67,302.95,17.27,54.67,6.15,56.82,13.86,0.06,0.03,10.81,37.58,45.56,1.96,0.08,3.39,4.23,47.06,0.14,57.42,9.62,4.77,2.52,9.05,9.41,59.23,202.79,7.25,17.08,10.71,13.57,9.47,18.1,17.97,5.98,8.2,0.48,3.57,11.69,4.31,7.03,0.05,10.62,2.13,0.1,0.2,0.16,118.84,1.02,24.21,13.17,39.64,0.66,0.03,5.12,6.07,8.94,0.02,1.61,29.37,27.14,6.65,2.85,11.54,30.71,4.01,13.79,3.24,0.39,58.68,13.67,2.76,84.91,1.06,0.01,3,15.74,38.9,0,5.25,5.84,9.19,11.91,313.21,89.71,1.22,15.44,0.06,9.39,18.01,7.54,28.02,13.87,2.87,0.02,14.71,0.64,0,12.7,11.24,4.75,28.21,18.68,2.4,2.05,15.86,18.93,33.29,0.64,0.09,12.72,12.01,3.27,16.38,5.43,0.18,37.89,0.01,16.51,12.9,39.1,5.29,0.82,5.8,1.87,0.45,18.02,20.2,0.08,0.03,3.95,10.62,0.68,11.38,10.61,11.32,21.16,1.43,0.01,3.9,32.46,0.28,16,3.89,0.37,1.11,8.12,179.32,11.38,15.07,1.68,42.66,2.44,8.38,24.93,1.41,16.43,0.11,1.32,0.36,16.63,0.01,0.07,0.28,0.61,50.05,0
