PatientID,SNAP29,SNAPC3,SNTA1,SOBP,SOCS4,SPAG8,SPATA2L,SPDYA,SPG7,SPIN2B,SPRN,SQLE,SRI,SRL,SSBP2,ST3GAL2,STARD5,STEAP1,STX3,SYCP2L,TAF5,TAOK2,TAPT1,TAS2R20,TAX1BP1,TDRD9,TEKT3,TES,TFCP2L1,TGM2,THSD1P1,TIGD2,TINF2,TJP2,TMC2,TMCC1,TMEM123,TMEM151B,TMEM159,TMEM168,TMEM175,TMEM20,TMEM48,TMEM52,TMEM86B,TNF,TNFRSF6B,TNK2,TOB1,TRIM67,UBE2H,UBE2J1,UBE2L3,UBE3C,UBFD1,UBXN2A,UCA1,UCK1,UFD1L,UNC119,UNC93B1,UNK,UPB1,UQCRH,USP20,USP39,UTP23,UTP3,VAMP1,VBP1,VPS41,VPS4B,VPS53,WASH7P,WASL,WDR19,WDR1,WDR20,WDR24,WDR63,WDR74,WDR8,WHAMML1,WHSC1L1,WNT5A,WNT5B,WNT7A,WWP1,XK,XRCC6,YDJC,YPEL3,YTHDC1,YWHAZ,ZBTB39,ZBTB48,ZBTB49,ZBTB6,ZC3H18,ZC3HAV1L
TCGA-HZ-7918,-0.5245,-0.1052,-0.2851,-0.2966,0.2583,-0.5346,-1.4277,-1.5429,-1.7051,-1.4042,-1.0994,-0.2404,-0.6695,-0.6169,-0.0827,-0.161,1.3405,-0.4214,-0.5151,-0.3294,0.3608,-1.6205,0.1258,-0.9591,0.0366,0.3195,-0.5727,-0.4682,-0.4992,-0.1613,-1.4661,1.8567,0.1995,-0.048,-0.2175,0.2018,0.5856,-0.2939,-0.0703,1.1412,-0.789,-0.0359,0.82,-0.1316,-0.5749,-0.3363,-0.6657,-1.4343,-1.07,-0.2219,-0.0582,2.7293,-0.2695,1.1291,1.7428,1.4599,-0.4356,-0.3236,-0.0207,-0.5316,-1.1381,-0.5919,-0.2735,-0.4203,-0.8184,0.9929,1.7574,0.0908,-0.7843,1.6305,1.5984,2.0048,1.3493,-1.5028,-0.0217,-0.317,-0.9229,0.0256,-1.6794,0.0188,-0.8071,-1.8192,-0.3914,0.5501,-0.6028,0.2158,-0.8284,0.7123,0.3158,0.1795,-1.1187,-1.3034,0.8702,0.0318,1.4009,-1.4509,-0.1079,1.6895,-1.4186,-0.2452
TCGA-HZ-7919,0.7729,1.749,-0.6227,-0.1848,0.9549,-0.3712,-1.1565,-0.3626,-0.9269,-1.3206,-0.8512,0.2468,-0.0197,-0.3209,0.4916,-0.5366,-0.8105,-0.0997,0.0991,-0.3576,-0.3883,-1.2106,1.0118,-1.008,1.3404,-0.4006,-0.4064,1.0585,-0.4811,-0.156,-0.8264,-0.0769,-0.3925,1.1072,-0.6401,0.6747,0.8241,-0.2429,2.197,1.1306,-0.8215,0.28,1.1479,-0.2952,-0.5137,-0.4493,-0.4995,-0.7769,0.9442,-0.2532,1.3746,-0.3946,-1.3022,1.989,1.3208,0.6661,0.2791,-0.5634,-1.0188,-0.6241,-0.2756,-1.291,-0.2026,0.1465,-0.7639,0.0018,0.1211,0.2446,-0.7727,-0.0014,0.7774,1.8365,-0.5619,-1.1665,1.8139,-0.0816,0.7395,0.1202,-1.6353,-0.3314,-0.578,-0.9081,-0.1849,0.7722,2.0552,-0.4135,1.9753,1.9485,0.9012,-1.0051,-1.21,-1.0115,0.7816,0.8434,0.6587,-0.7667,-0.3744,1.8312,-0.5394,0.229
TCGA-HZ-7920,0.1872,-0.2623,-0.217,1.2231,1.5248,-0.4398,-1.1818,-0.3049,-1.0452,-0.9686,-0.7889,-0.4965,-0.7074,0.2161,2.0036,-0.253,-0.3163,0.2757,0.0417,-0.1452,0.3287,-0.6063,1.8417,-0.3096,-0.1679,1.586,-0.1792,-0.9906,-0.1349,0.953,-0.0437,-0.3346,1.2325,-0.7513,2.7452,-0.0657,-0.8007,0.4422,-1.1166,0.0127,-0.5937,-0.0063,0.266,-0.3113,-0.3823,-0.5719,-0.6434,-1.2837,-0.777,-0.053,-0.4336,1.1304,-0.3117,0.9189,0.3361,0.0927,-0.4263,-0.0317,0.1988,-0.3547,-1.1675,-0.4049,0.9041,-0.605,-0.301,-0.0151,1.0945,1.413,-0.4473,1.0402,-0.0071,0.7516,0.594,-1.062,0.1951,0.6847,-1.0067,0.6526,-1.4152,-0.0349,-0.3384,-1.4718,0.8859,0.124,1.0082,-0.4375,-0.5839,-0.5366,-0.3285,0.3939,-1.2819,-1.3994,0.8842,-0.7395,0.3107,-0.8351,-0.4292,0.9169,-0.8428,0.2619
TCGA-HZ-7922,0.8131,0.1271,-0.1608,0.1459,1.5608,-0.4246,-1.1713,0.2926,-1.2317,-1.4546,-1.1124,1.6923,-0.7637,-0.5109,-0.6197,0.1424,-0.6274,-0.1536,-0.5341,-0.104,-0.9211,-1.2501,0.8483,-0.5397,-0.1183,-0.2305,-0.6559,-0.1902,-0.9246,0.1712,-0.6988,-0.5578,0.8117,0.3671,-0.1881,0.2492,1.434,-0.3089,-0.1706,0.6643,-0.6582,0.2973,1.5985,-0.1838,-0.49,-0.5026,-0.5169,-1.2226,0.0602,-0.0063,0.3112,1.4003,0.3187,0.2803,0.4164,0.3249,-0.0353,-0.9129,0.1086,-0.9661,-0.6364,-0.5389,-0.3071,-0.9946,-1.1471,-0.0798,3.1245,-0.9041,-0.8502,0.6688,-0.4174,0.1667,-0.2023,-1.3326,1.692,-0.1966,2.4651,1.0539,-1.406,-0.3821,-0.8238,-1.509,-0.7137,0.1321,0.5464,-0.5025,-0.3041,3.6866,-0.633,1.6323,-0.7958,-1.3226,-0.0968,3.4454,1.857,-1.0686,0.4702,1.7379,-0.519,0.8267
TCGA-HZ-7923,0.1372,-0.0443,-0.4133,0.1926,0.6753,-0.0692,-0.912,-0.3664,-0.6736,-0.4936,-0.0952,-0.6025,-1.0285,1.7604,0.8672,0.1385,1.0862,-0.6789,-0.2682,0.1057,1.6084,0.0894,0.9735,0.7207,-0.5541,1.6553,1.0526,-0.8132,0.1036,0.3682,0.6196,0.1492,0.0565,-0.6004,3.4561,0.1968,-0.6666,0.1888,-0.5245,0.2491,-0.3221,-0.1519,-0.3254,-0.3094,-0.1277,0.1633,-0.6001,-0.7241,-0.7344,-0.1929,-0.5767,0.4251,-1.0105,-0.3412,-0.2726,0.0259,-0.1231,-0.0662,-0.4867,-0.2985,-0.8903,0.0205,-0.0338,-1.2993,0.5365,-0.0789,0.631,0.1092,2.2832,-0.6635,0.0893,0.7322,0.2161,-0.009,-0.1559,0.9679,-1.2248,0.2652,-0.4713,-0.2691,-0.7462,-0.6011,2.2145,0.3112,-0.0665,-0.1998,-0.5203,-0.1214,-0.677,-0.9324,-1.094,0.2008,1.0481,-0.9971,1.3024,0.1779,0.8669,1.0213,-0.2734,0.6712
TCGA-HZ-7924,1.4341,0.2142,-0.6722,0.1011,0.2426,-0.4346,-0.8746,-1.091,-1.2223,-0.82,-0.5222,-0.8355,-0.6943,0.3008,-0.466,-1.0078,-0.0747,-0.9612,2.3167,-0.1668,1.2617,-0.0037,0.7608,-1.1712,0.5001,-0.1892,-0.5236,0.4152,-0.1342,-0.409,-0.2237,1.2723,-0.7358,0.4796,0.4903,-0.5645,-0.0867,-0.2487,-0.6376,0.8865,-0.5562,4.9905,2.3425,-0.2593,0.0414,-0.744,-0.6273,-1.1108,-0.4921,-0.061,-0.1567,2.2276,-0.4598,0.4095,-0.4128,0.7356,-0.2505,-0.2724,-0.7385,-1.0733,-0.5073,-0.4567,-0.3107,-0.0297,-0.5962,-0.4995,0.2656,-0.5234,0.107,-0.5838,0.0477,3.1564,0.3718,-1.0676,0.9368,-0.331,-0.2135,0.7594,-0.3713,-0.2227,-0.6553,-0.9592,-1.3303,0.6869,0.0158,-0.5451,-0.3358,0.8672,2.7357,-0.0602,-0.8792,-0.9364,0.7403,-0.025,1.0488,-0.6142,-0.2758,1.0118,0.5265,1.1481
TCGA-HZ-7925,1.0729,-0.4459,-0.477,0.1409,-0.6151,-0.1529,-0.9532,-1.312,-1.2065,-1.1067,-0.8693,0.6706,-0.5278,0.5582,-0.0873,1.6923,1.0611,1.4663,-0.0752,-0.4088,-0.0789,-1.1595,-1.4351,-0.9774,0.0963,-0.1444,0.2335,-0.775,-0.3622,-0.0648,-0.6498,-0.3613,0.5999,-0.7664,0.2756,0.4513,0.162,-0.3339,1.1653,0.0122,-0.796,-0.4137,1.1877,-0.2475,-0.4698,0.2953,-0.3696,-1.0444,0.2834,-0.093,1.1699,0.0961,0.0559,0.6368,0.5577,-0.4387,0.0058,-0.5805,0.4489,-0.8491,-0.5683,-0.2038,-0.2049,-0.2022,-0.8101,0.9649,1.3634,-0.0084,-0.5968,-0.1964,0.8727,0.2674,-0.4602,-1.0989,0.7368,0.3719,-0.6759,-0.5785,-1.1247,0.2196,-0.3519,-0.1954,-0.2278,0.2363,0.8522,-0.735,-0.1238,0.7938,0.6189,0.1173,-1.0787,-1.2726,-0.6719,0.6597,-0.2525,-0.2426,-1.0325,0.926,-0.658,0.872
TCGA-HZ-7926,0.6683,0.0645,-0.74,-0.5514,1.2731,-0.5133,-0.7614,-0.0608,-1.5434,-1.2304,-0.6699,-0.5992,-0.0025,0.3002,-0.42,-1.111,-1.1215,0.0817,5.3499,-0.4088,-0.032,-0.7829,2.2885,-0.6506,1.8235,-0.3285,-0.5643,2.8998,0.2278,0.2949,-1.0919,-0.3175,1.2882,1.6381,-0.4562,0.7526,-0.0465,-0.2657,-0.019,-0.6749,-0.5944,-0.4964,-0.0294,-0.2239,1.1362,-0.7283,-0.3579,-0.7314,0.4974,-0.2404,1.1443,0.8191,-0.2131,0.892,-0.3666,0.5454,0.6997,-0.197,-0.3821,-1.1585,-0.6572,-0.6408,-0.285,-0.8642,-0.8926,-0.2597,-0.013,0.6539,-0.9179,0.6237,0.8445,1.7443,-0.6039,-1.1292,1.7806,-0.7398,0.9138,0.6018,-0.8669,-0.1496,-0.297,-1.0683,-1.2151,-0.3539,-0.4887,-0.5416,1.028,1.6365,-0.4745,-0.3065,-0.6718,-1.35,0.3984,1.7956,0.2052,-1.0066,-0.6603,0.5863,-0.0294,0.2877
TCGA-HZ-8001,0.1382,-0.825,0.2048,0.4769,-0.6995,-0.0499,-0.7534,-0.5469,0.2563,-0.8705,-0.3162,-0.3145,0.1624,0.3741,1.8193,0.7549,1.3008,1.8831,-1.0493,-0.25,-0.1759,-0.2195,-0.3328,-0.2736,-0.788,0.0822,1.4859,-0.7896,-0.7282,0.8811,-0.009,0.3664,2.0547,-1.1483,0.3026,-1.224,-0.8491,-0.0417,-0.0474,-0.4839,-0.3874,-0.258,-0.7797,-0.2832,-0.1303,0.5724,-0.4404,-0.7336,-1.1163,-0.1692,-1.8046,0.528,0.5384,-0.7383,-0.4517,-0.0486,-0.2682,0.4707,1.2282,0.6103,-0.4253,-0.5934,0.3525,1.3175,0.4613,1.2243,-0.2068,2.8467,-0.3606,1.8017,0.0245,-0.4148,-0.3898,-0.1747,-0.8159,-0.3211,1.0607,0.0422,-0.3704,0.1756,0.5245,-0.6226,-0.2043,-0.4099,-0.6715,-0.3482,-0.771,-1.266,-0.6766,1.8966,-0.8879,-0.8296,-1.1997,-0.7978,-0.9193,0.1932,-0.2001,-0.4452,-0.6238,-1.5772
TCGA-HZ-8002,0.5398,0.2176,-0.483,0.0584,1.5249,-0.159,-1.3414,-0.0733,-1.2725,-1.1435,-0.4514,-0.5288,-0.7541,0.4527,1.0804,0.3331,-0.0769,0.1606,0.3948,0.0295,1.4443,-1.0293,0.7982,-0.6005,0.0512,0.1648,0.998,0.0596,-0.6394,-0.2044,-0.4351,0.3111,0.0435,-0.3581,2.6944,0.7666,1.0362,-0.2296,-0.4969,0.2617,-0.784,-0.0961,0.2576,-0.1972,-0.3927,-0.5587,-0.6485,-1.1451,-0.8829,-0.0963,0.1082,0.6725,-0.8917,1.2838,1.365,1.0796,-0.267,-0.2552,-0.5736,-0.6588,-1.0949,-0.2569,-0.1912,-0.5593,-0.59,0.1396,1.2209,-0.3878,0.1274,0.1382,1.6334,0.788,0.5395,-0.9196,0.1006,0.8118,-1.2172,1.0726,-1.3441,-0.1998,-0.6064,-1.5727,1.1834,0.5351,-0.1833,-0.142,-0.6932,1.0512,-0.6626,-0.4559,-1.2295,-1.3568,1.8069,-0.5036,1.8482,-0.6133,1.1602,1.2894,-0.5532,0.6073
TCGA-HZ-8003,0.2171,-0.4672,-0.1805,-0.1068,1.1919,-0.2371,-0.8305,-0.72,-1.162,-1.2218,-0.2817,0.0718,-0.7897,0.3696,-0.2572,-0.0245,-0.2865,-1.0288,-0.3526,-0.2052,1.2449,-0.6328,0.7166,-0.5924,-0.0996,0.0351,-0.3374,-0.8644,-0.2932,-0.5444,-0.4252,0.1713,-0.1618,-0.8601,-0.3082,-0.2482,-0.6589,-0.0679,-0.8451,0.1143,-0.5459,1.3039,0.5727,1.7719,-0.4457,-0.0038,-0.6369,-0.9947,-0.0611,-0.1192,0.7321,1.889,-0.7571,0.663,0.2062,0.3448,-0.3935,-0.0499,-0.3973,-0.4838,-0.8376,-0.2749,-0.0287,-1.0445,-0.2522,-0.3274,1.2737,0.0555,-0.0142,-0.0581,0.5532,0.8208,0.4378,-0.8349,0.082,0.1076,-0.4482,0.4039,-1.2873,-0.0692,-0.5874,-0.9584,0.6728,0.4766,0.1273,-0.5515,-0.6988,-0.11,0.4478,-0.5101,-1.2191,-1.1252,0.5719,-0.9759,1.3567,-0.4975,0.0823,1.703,0.4585,0.8838
TCGA-HZ-8005,-0.8735,1.2084,0.0701,-0.7099,-1.1325,-0.4658,-0.1797,-1.3729,1.2959,-0.3506,-0.9119,-0.8414,-0.4337,-1.1454,0.5308,-0.1987,-0.2884,0.5705,0.6736,-0.4088,-1.0465,-0.4988,-1.0862,-0.5656,1.9884,-0.4679,-0.3246,2.2944,0.4489,2.4401,-0.7136,0.58,0.0483,-0.6281,-0.8416,3.2589,-0.1632,-0.2737,1.169,-0.4723,-0.6299,-0.5279,0.4299,-0.2653,-0.2996,-0.6423,1.3483,-0.2073,-1.0439,-0.3647,3.0525,-1.0653,-1.4909,1.9449,3.2969,-0.0794,1.8306,0.0673,-1.2917,-0.7974,-0.6832,-0.0444,-0.3681,-0.521,-0.8695,1.1072,0.1061,0.4242,-0.7149,-0.1486,0.7338,0.4639,-0.2252,-0.9679,0.6132,-0.0163,1.4054,-1.2018,0.7311,-0.3269,0.1776,-0.3096,-0.8003,0.2882,1.901,-0.4858,1.2152,-0.5325,-0.4603,0.5824,-0.5589,-0.6337,-1.0571,0.7175,1.4865,-1.3232,-0.7962,-0.7861,7.486,0.9776
TCGA-HZ-8315,0.381,1.2607,-0.7101,-0.0967,0.63,-0.0365,-0.7537,1.2242,-0.8259,-0.9385,-0.445,-0.2306,0.1419,-0.4565,0.1313,0.0447,-0.4673,-0.1885,0.0068,-0.4088,-0.2796,-1.1944,1.3297,0.67,0.6652,-0.3716,-0.5479,0.7274,-0.6726,0.1391,-0.041,0.1983,0.2916,0.7833,0.0251,1.4992,1.7218,-0.2835,0.1921,0.3007,-0.4891,0.174,-0.24,-0.2366,-0.4578,-0.1281,-0.5696,-0.2982,2.3107,-0.0771,1.1095,-0.1151,-0.3574,-0.0052,-0.262,1.4936,0.1441,-0.8465,-0.7992,-0.6171,-0.3408,-0.3182,-0.267,-0.4939,-0.4749,-1.1291,1.109,-0.06,0.3296,-0.4996,0.7887,0.7136,-0.9755,-0.6931,1.2558,0.5431,-0.6653,0.7695,-1.4192,0.0213,-0.6431,-0.3101,0.853,0.8823,1.1914,-0.055,0.9569,2.0665,-0.1128,-0.2585,-0.7449,-0.2028,2.0119,0.7977,-0.053,-0.4185,-0.8693,1.0125,-1.0591,1.2063
TCGA-HZ-8317,-0.01,0.1818,-0.4636,0.7713,1.2966,-0.3738,-0.4905,-0.0121,-1.1695,-0.7668,-0.81,-0.4538,-0.9737,3.5328,0.3506,-0.3041,-0.806,0.2851,0.3256,-0.2109,0.4506,-0.9534,0.7437,-0.0366,-0.1002,1.0164,0.096,-0.328,0.079,0.0421,-0.7148,-0.2451,-0.4765,-0.3226,-0.1934,-0.8137,-0.2229,-0.2587,-0.9572,0.3657,-0.4627,2.2667,0.4164,0.8264,-0.4595,-0.3502,-0.297,-1.0642,0.8173,-0.0616,1.1132,1.2773,-0.5813,0.2239,0.0299,1.1301,-0.2571,-0.713,-0.6843,-0.9346,-0.6479,-0.7167,-0.1374,-0.2564,-0.9682,-0.5606,0.0285,-0.2839,-0.5258,0.4492,0.2335,0.5074,0.1256,-1.0029,0.1848,-0.0944,-0.4891,-0.0737,-1.1021,-0.0128,-0.7512,-1.3009,0.0523,-0.0461,0.7798,-0.4465,-0.1611,0.3008,0.3979,-0.5373,-0.906,-0.9875,0.0916,0.0391,0.1591,-0.9776,0.3822,-0.1784,-1.0626,0.6297
TCGA-HZ-8519,-0.1979,0.6043,-0.2906,1.6408,0.3086,0.1491,-0.7456,-0.5003,-1.0605,-0.1717,0.7026,-0.4182,-0.672,1.4176,1.3755,0.1545,-0.2612,-0.9515,0.4711,-0.0676,2.6632,1.1671,0.8636,0.8992,-0.4913,3.0066,0.1555,-1.2317,-0.3354,-0.2889,0.408,-0.5119,-0.7032,-0.2268,3.2484,0.3996,-0.8874,2.2553,-1.2931,0.2003,0.0804,0.1485,-0.1142,-0.3028,0.9127,-0.5371,-0.3515,-0.3165,-0.6006,-0.1516,-0.4146,0.7073,-1.0817,0.1971,1.3277,0.3263,-0.2365,0.4508,-0.9027,-0.2523,-0.3638,0.1991,-0.1904,-0.97,1.0765,-0.4625,2.4885,-0.6558,-0.0743,0.2233,-0.1601,0.1445,-0.2412,-0.612,0.1713,0.9506,-1.4084,0.7525,-0.0167,-0.236,-0.111,-0.4862,2.3959,1.5104,-0.8044,-0.6477,-0.7951,-0.2825,0.8,-0.1505,-0.7003,-0.8453,1.0865,-1.0118,1.2633,-0.3514,0.7041,1.539,-0.6312,0.8058
TCGA-HZ-8636,-1.9587,0.434,-0.544,-0.4278,1.7327,0.5224,-0.5224,-0.6659,-0.4208,-0.0279,-0.284,0.4525,-0.3726,-0.6545,-0.3881,0.3566,-0.1145,0.3717,0.5869,-0.2957,0.3717,0.205,-1.1742,-0.4859,0.9503,-0.43,-0.1462,1.5048,-0.4269,0.0061,-0.418,1.2955,1.4038,1.0075,-0.3971,1.414,0.3679,-0.2412,-0.0807,1.8479,-0.6333,-0.1092,0.0959,-0.2864,-0.4213,1.2189,-0.3865,-0.6618,0.1211,-0.1474,1.5663,0.0093,-1.0528,1.1813,1.8498,0.0363,-0.338,-0.4772,-1.2464,-0.8174,-0.8045,-0.505,-0.1959,-0.7204,-0.7261,-0.9547,2.3356,1.1871,0.1472,0.1253,1.7887,2.3553,-0.7205,-0.9463,1.3024,0.0566,-1.0112,2.1897,-0.114,-0.114,-0.507,-0.1736,-0.624,0.445,1.567,-0.1171,0.2205,1.8464,-0.7164,0.4708,-0.7345,-0.5661,1.8385,1.0723,0.2811,-0.5017,-0.6616,2.129,0.8185,2.7604
TCGA-HZ-8637,0.7488,1.3166,-0.398,-0.3237,2.1194,-0.2618,-0.9688,0.0848,-1.1706,-0.7558,-0.423,-0.528,-0.752,-0.4359,-0.7706,1.3005,0.7698,-0.3966,-0.2552,-0.2016,1.3401,0.2056,0.2262,0.0589,1.2927,0.1859,-0.4461,-0.7317,-0.2797,-0.0069,0.7498,-0.2715,1.3988,-1.2045,2.823,-0.669,1.4482,0.1883,-0.814,1.1217,-0.0106,-0.087,1.2484,-0.3033,-0.2286,2.935,-0.1488,-0.6971,-1.4444,0.0887,-0.8647,2.1823,-0.5423,0.0884,0.5478,-0.3704,-0.4332,-0.6587,-0.4501,0.3358,-0.6286,-0.4877,1.76,-0.5305,-0.2692,0.1571,1.5483,-0.3448,1.3877,3.2203,-0.0038,0.1674,0.1076,-0.0731,-0.9653,-0.3431,1.5707,-0.1972,-0.6464,-0.0273,-0.5754,0.0475,0.5086,0.5409,-0.4908,0.4138,-0.8547,2.0488,-0.7277,-0.1569,-0.6361,-0.7497,0.4415,-0.3826,0.9034,0.1121,2.6153,1.1164,-1.1575,0.5602
TCGA-HZ-8638,1.3023,1.0077,-0.7493,0.8417,0.6531,-0.0945,-0.9748,0.0367,-0.749,-0.2706,-0.0545,-0.3405,-1.2193,2.1168,-0.0473,-1.1234,0.4816,0.0326,2.5342,-0.3269,2.3796,-0.1331,1.3344,0.0634,0.7353,-0.2134,-0.485,-0.193,-0.5025,-0.6265,-0.3487,1.0644,0.008,0.4576,-0.5198,-0.2529,-0.3982,-0.2325,-0.3362,0.6334,-0.3396,0.1973,1.3013,-0.2799,-0.2677,-0.3979,-0.4447,-1.0615,0.057,-0.2943,-0.1452,1.1293,0.0974,0.2333,-0.0791,0.7742,-0.1592,0.1576,-0.2265,-1.1622,-0.6058,-0.5659,-0.2182,-0.031,-0.362,-0.9816,-0.277,-0.5877,1.4025,-0.0055,0.8331,2.0115,0.5079,-0.8454,0.1846,0.0861,-0.3847,0.734,-0.6641,-0.1529,-0.7968,-0.2926,-0.4785,1.0015,-0.1384,-0.4075,-0.541,1.3065,-0.1165,-0.3657,-0.7972,-0.7057,0.8291,-0.2368,0.2845,-0.323,0.1784,1.017,-0.9526,0.2253
TCGA-HZ-A49G,0.3309,0.0854,-0.1217,0.3896,-0.2919,-0.0582,-0.1912,0.2321,-0.0124,-0.6805,0.0189,-0.2702,-0.4454,-0.2738,0.0271,0.3236,-0.2673,-1.0384,-0.6482,-0.1964,-0.1762,0.4348,0.2776,0.1159,-0.6319,-0.2177,-0.0183,-0.931,-0.4144,-0.462,0.4631,-0.2539,-0.5149,-0.5556,2.3583,-0.8618,0.3951,-0.2451,-0.3897,0.2088,0.0754,-0.1528,-0.0964,0.134,-0.1699,0.1172,-0.1361,0.3177,-0.5442,-0.1068,-1.1508,-0.7761,-0.4164,-0.2619,-0.5373,-0.3904,-0.2058,0.4041,-0.9872,0.16,0.2624,0.6813,-0.0898,-1.0403,0.0809,-0.8642,-0.3266,-0.7313,-0.1741,-0.6892,0.2676,-0.2207,-0.306,0.3263,-0.0084,0.0552,-0.7275,-0.4638,-0.0689,-0.149,-0.6352,-0.0404,0.862,-0.1208,-0.2911,-0.4928,-0.8256,0.3927,-0.2319,-0.6221,-0.4353,-0.5582,0.6833,-0.656,0.2403,0.3246,0.9159,-0.3446,-0.0674,-0.2042
TCGA-HZ-A49H,0.2898,-0.778,0.4246,-0.1449,0.242,-0.2287,1.0907,0.1944,-0.0051,-0.3291,-0.1721,-0.4298,-0.2835,1.5223,0.0349,0.1683,1.3711,1.04,-0.5889,-0.0144,0.1668,-0.3322,-0.1301,-0.2002,-0.9834,-0.0883,0.295,-0.4615,-0.2613,-0.1875,-0.5371,-0.797,1.5961,-0.8477,1.1315,-1.3091,-0.3317,-0.1335,-0.7902,0.3383,-0.0399,0.0259,-0.9149,0.2858,0.2103,0.3967,-0.3981,-0.8537,-0.5541,-0.2635,-1.489,1.2509,-0.2073,-0.6884,-1.1788,-0.0934,-0.4459,0.2181,-0.2759,0.1615,-0.7128,-0.0306,-0.1914,-0.5355,0.3086,-0.3102,-0.0632,1.0785,0.1702,0.1493,-0.382,0.1841,-0.6522,-0.3438,-1.163,0.1503,-0.6612,0.0628,0.0362,-0.264,0.0778,-0.0779,-0.308,-0.7371,-0.5368,-0.3828,-0.7943,-0.255,-0.1321,0.015,-0.4081,-0.0288,-0.5654,-0.6835,-0.4494,0.4848,1.4173,-0.3947,-1.6492,-1.3786
TCGA-HZ-A49I,0.5525,-0.5649,-0.4686,-0.0623,-0.8073,-0.1637,0.3412,-0.694,0.2628,1.4567,-0.0602,-0.2903,0.7128,-0.2087,-0.478,0.1495,-0.6999,-0.2818,-0.3157,0.1251,-0.8608,0.6729,-0.5858,-0.4615,-0.4754,-0.4103,9.8583,0.5394,-0.2176,0.4531,-0.6344,-0.6458,-0.0806,0.6076,-0.282,0.4355,-0.6812,-0.2832,-0.1796,-0.9123,-0.0447,-0.8119,-0.8835,-0.2762,-0.1995,-0.67,-0.5478,-0.2106,1.4333,-0.2291,-0.1264,-0.5338,0.7976,-1.0455,-0.3927,-1.5278,-0.2362,-0.3291,-0.1979,0.1356,0.5896,0.1881,-0.1668,-0.9734,0.3696,-1.6328,-1.0754,-0.8548,-0.4106,-0.7684,-0.4615,-0.8001,-0.8319,1.4606,-0.8997,-0.38,-1.3507,-0.9703,1.8857,-0.2414,-0.073,1.676,0.5392,-0.4286,-0.2393,0.2974,-0.6153,-0.8715,-0.4356,0.454,-0.1472,0.7847,-0.5113,-1.1813,-1.4202,1.5137,-0.7446,-1.2404,0.5017,-1.1395
TCGA-HZ-A4BH,-1.0352,0.6728,-0.5854,0.0164,0.3771,-0.2463,-0.3532,-0.3287,0.1212,-0.0122,-0.4891,1.2086,-0.6921,0.252,-0.2646,0.9161,1.9227,-1.0811,0.0023,-0.3156,0.2695,-0.0406,1.5662,-0.5273,-0.7002,2.2955,0.3064,0.5638,-0.485,0.091,-0.3038,-1.8979,0.7306,-0.2316,0.257,1.3788,-0.4861,0.0018,-0.9265,-0.6557,-0.3422,-0.4528,0.1879,-0.2913,-0.4046,1.7505,-0.4696,-0.1747,-0.8078,-0.2517,0.3724,0.2078,-0.1037,-0.475,-0.3081,0.2573,-0.2885,-0.6881,-0.1382,-0.5952,-0.2067,-0.6053,0.1898,-0.7281,-0.3576,-0.7352,-0.2669,-1.3909,0.4267,0.2416,-0.7709,0.7128,-0.9629,-0.5671,-0.336,-0.6167,1.3017,-0.7354,0.0199,-0.2798,-0.3884,0.0114,-0.8162,-0.3308,-0.5819,1.0688,-0.8051,0.0194,-0.8702,-0.0884,-0.9653,-0.7761,-1.4512,0.239,0.1513,-0.4765,-0.8073,-0.3698,-0.1366,-0.2512
TCGA-HZ-A4BK,0.1589,0.227,-0.3768,0.4414,-0.0248,-0.3517,0.407,0.4051,1.289,0.0987,0.5167,-0.7308,-0.2967,-0.1771,0.5831,1.2294,-0.4152,-0.5102,-0.5123,-0.2216,0.1977,2.9487,0.2399,-0.2288,-0.9597,-0.4336,-0.1634,-0.1631,-0.0964,0.5157,-0.1698,-0.4106,-0.7168,0.0087,0.262,-0.1723,-0.6256,-0.2684,-0.8162,-0.9686,0.2444,-0.3815,-0.5689,-0.2335,-0.1493,-0.5972,-0.1631,-0.3855,-0.2697,-0.3442,-0.5879,-0.5385,0.3529,-0.1924,-0.3892,-0.4776,-0.34,0.4059,0.1678,-0.1065,0.1886,-0.0332,-0.4299,-1.1858,-0.0553,-0.6489,-0.6538,-0.6526,0.1922,-0.0218,-1.3558,-0.7776,-0.3442,0.0427,-0.7373,0.4543,-0.4882,0.3485,0.1714,-0.2382,-0.3172,0.4539,1.5705,-0.3497,0.5228,0.5919,0.4255,0.1995,-0.5776,-0.8541,0.3964,1.3668,-0.0776,-0.4986,0.375,0.5143,-0.05,-0.6346,1.6204,-0.6685
