PatientID,SNAP29,SNAPC3,SNTA1,SOBP,SOCS4,SPAG8,SPATA2L,SPDYA,SPG7,SPIN2B,SPRN,SQLE,SRI,SRL,SSBP2,ST3GAL2,STARD5,STEAP1,STX3,SYCP2L,TAF5,TAOK2,TAPT1,TAS2R20,TAX1BP1,TDRD9,TEKT3,TES,TFCP2L1,TGM2,THSD1P1,TIGD2,TINF2,TJP2,TMC2,TMCC1,TMEM123,TMEM151B,TMEM159,TMEM168,TMEM175,TMEM20,TMEM48,TMEM52,TMEM86B,TNF,TNFRSF6B,TNK2,TOB1,TRIM67,UBE2H,UBE2J1,UBE2L3,UBE3C,UBFD1,UBXN2A,UCA1,UCK1,UFD1L,UNC119,UNC93B1,UNK,UPB1,UQCRH,USP20,USP39,UTP23,UTP3,VAMP1,VBP1,VPS41,VPS4B,VPS53,WASH7P,WASL,WDR19,WDR1,WDR20,WDR24,WDR63,WDR74,WDR8,WHAMML1,WHSC1L1,WNT5A,WNT5B,WNT7A,WWP1,XK,XRCC6,YDJC,YPEL3,YTHDC1,YWHAZ,ZBTB39,ZBTB48,ZBTB49,ZBTB6,ZC3H18,ZC3HAV1L
TCGA-3A-A9IR,-0.8068,1.4532,0.1055,5.6572,0.3834,4.401,2.1592,-0.2312,2.3655,2.1249,1.9329,-0.5615,-1.3326,-0.9121,1.6171,0.6062,3.7266,-1.7093,0.8051,-0.2752,-1.1138,4.6021,0.9723,0.9142,-0.1433,9.2536,-0.3068,-2.4406,-1.1864,-1.2118,0.0555,-1.1603,2.393,-1.7953,-0.0536,0.7246,-2.4868,-0.2587,5.1163,-0.2994,3.2757,-0.2451,-1.4927,-0.321,2.8443,-0.7048,-0.5925,-0.8597,-0.8258,8.5303,-0.097,0.2872,-0.0613,-0.6142,0.8681,-1.6608,-0.4562,2.1466,0.223,0.6906,-1.3672,1.5139,-0.15,-0.6349,2.8708,-0.543,-0.6734,-1.3036,-0.2121,2.0265,5.8598,-0.4414,2.3821,2.3413,-0.8089,1.7908,-1.9517,1.5654,2.2257,0.8355,-0.7915,-0.769,1.7895,-1.0914,-1.3573,-0.8419,-0.8608,-1.613,0.1311,0.2756,-0.6104,0.7753,1.1163,-1.5844,0.9995,2.5934,3.1263,0.6806,0.0842,-0.3235
TCGA-3A-A9IS,-1.3678,-0.5561,3.4774,2.0101,1.3741,1.7944,-0.3713,-0.6545,0.4187,0.1723,1.4099,-0.3904,-0.7729,-1.1576,5.2668,-1.5588,-1.4571,-1.649,1.2335,-0.3206,-0.8788,-0.1278,2.9422,1.5986,-0.2211,0.1927,-0.4982,-2.2163,-1.1911,-1.1869,3.0523,-0.4372,-0.9159,-1.8295,-0.6105,-1.7204,-1.8959,1.3572,-1.9445,-0.6359,2.8984,0.9952,-1.2472,-0.3245,9.0912,-0.6557,-0.5978,-0.9015,-1.1028,4.4224,0.7908,0.0193,0.3083,-0.8296,1.147,-1.5749,-0.4562,1.8694,-0.4105,3.9937,-0.8381,4.2857,0.2002,-1.5333,2.8371,-2.6121,1.4906,-0.6294,-0.6796,0.0397,0.5081,-0.8125,2.4107,0.2358,2.0436,6.0022,-1.1343,4.5375,-0.1525,6.5485,-0.8926,-0.5872,0.343,1.8332,-1.3227,-0.6138,-0.8631,-0.0357,-0.7221,0.0041,-0.7065,-0.4438,4.7673,-1.5175,2.8103,1.2062,4.0527,1.0141,-0.5852,0.3463
TCGA-3A-A9IU,-0.338,-0.6632,-0.6207,-0.664,-1.0465,-0.3435,0.0698,-0.0735,0.5654,-0.2222,-0.8335,-0.1607,0.4556,-0.8102,-0.053,-0.9823,-0.8214,-0.8324,0.0663,0.1598,-1.5495,-0.7413,0.1614,-0.2792,1.5024,1.8596,-0.2676,1.1848,-0.42,1.1338,-0.5464,0.13,-0.0665,3.2226,-0.6181,0.0574,1.0307,-0.1594,0.348,-0.1142,-0.2528,-0.6764,-0.5394,-0.0711,-0.0611,-0.5582,1.2512,2.1095,0.7761,-0.2931,0.3858,-0.8332,0.368,-0.0814,0.8671,0.802,2.4386,0.132,-0.6203,-0.7465,3.6319,-0.2642,-0.4299,-0.2742,0.0968,-0.2881,-0.4539,-0.2981,-0.5712,-0.849,0.0595,0.9879,-0.7724,-0.2204,0.6273,0.7084,0.5855,0.0078,0.2853,-0.2697,-0.1635,0.7836,-0.6253,0.4001,-0.6803,1.7253,-0.1792,0.4244,-0.3655,-1.103,0.3457,1.8556,0.4057,0.4396,-0.2582,0.196,-0.579,0.3032,1.6635,1.1846
TCGA-3A-A9IV,-2.2949,-0.6599,4.3175,0.8282,1.9985,2.0766,-0.4303,-0.9382,-0.6054,-0.3024,3.3614,-0.685,-0.1903,-1.0813,0.7485,-1.1696,-1.6328,-1.5585,-0.6881,-0.0765,0.9265,-1.4355,1.3744,-0.3539,2.8902,-0.3448,1.1687,-1.6234,-1.1752,-1.021,2.9736,0.9988,1.8573,-1.8015,-0.8416,-0.7206,-1.8124,2.9346,-1.7336,0.2994,1.4313,2.0286,-1.0248,-0.3138,0.327,-0.8675,-0.629,-0.834,-0.7577,0.2083,3.1185,-0.6718,-1.3184,-0.3956,1.5146,-1.8908,-0.4562,3.1697,-0.9447,2.5263,-1.1457,1.6258,0.0532,-1.1402,1.8406,-0.4314,-0.8302,-1.8128,-0.5606,2.0519,1.5647,0.8156,1.7501,-0.3056,4.6845,6.4061,-0.797,3.421,1.428,5.3574,-1.0251,-0.4604,0.1413,-0.9528,-1.2371,-0.6848,-0.8631,-1.7185,-0.6968,-1.3925,-0.9614,-0.8418,0.8887,-2.0035,1.5029,0.3606,1.2061,1.0843,-0.9398,0.1581
TCGA-3A-A9IX,0.5518,-0.2698,-0.3301,0.3967,0.6383,-0.1315,-0.2242,-1.2065,-0.7421,-0.5789,0.272,-0.4466,-0.4552,0.8294,0.0835,0.5529,0.3104,-0.1031,-0.2403,-0.1181,0.9508,-0.2411,0.5919,0.4711,-0.3155,0.3954,-0.4837,0.2528,-0.6127,-0.2097,0.1177,0.1753,-0.0108,-0.1984,0.197,-0.0574,0.1405,-0.0462,-0.2876,-0.1071,-0.3868,-0.0695,-0.0655,0.3699,-0.0634,0.1042,-0.5676,-0.6807,-0.413,-0.1038,-0.177,0.3845,-0.3875,-0.2148,1.0734,0.3052,-0.1205,-0.1436,-0.554,-0.4527,-0.6999,-0.1641,-0.3323,-0.055,0.1842,-0.2232,0.6172,0.4898,0.0749,-0.302,0.5903,0.4642,0.1161,-0.396,-0.1179,0.2594,-1.0298,0.4689,-0.3971,-0.1385,-0.3395,-0.8485,0.6063,-0.2031,-0.0715,-0.2394,-0.2727,0.6839,-0.4451,0.2196,-0.6002,-0.1412,1.3996,-0.7173,0.9395,-0.5749,0.7822,1.091,-0.2165,0.3096
TCGA-3A-A9IZ,-0.4151,0.1465,-0.3915,-0.6463,-0.8865,-0.4603,-0.7467,-0.5262,-1.2096,-1.3191,-0.8198,2.4283,0.526,-0.9276,-1.2508,-1.1348,0.1027,2.8444,-0.233,-0.4088,-1.6753,-1.6854,0.5706,-0.8148,2.3546,-0.3693,-0.5524,0.0511,-0.2291,0.2198,-1.2379,0.3806,0.447,0.6295,-0.8416,0.4851,0.4156,-0.3231,2.0844,-0.3135,-0.6965,-0.3666,1.0361,-0.0694,-0.2178,-0.0083,-0.6364,-0.6082,1.0903,-0.2866,1.7507,-0.3042,-0.6426,0.3094,0.7484,1.8474,-0.3527,-0.734,-0.2423,0.4824,0.3937,-0.6227,-0.3233,1.1716,-0.957,-0.5958,-0.1707,-0.8743,-0.521,-0.1446,-0.8384,-1.0694,-1.5549,-0.2134,-0.1732,-0.8014,-0.5328,-0.4171,-1.3976,-0.3504,-0.3789,-0.5019,0.574,0.1778,0.2012,-0.4642,-0.0042,0.8381,1.5979,0.1858,-0.0347,-0.4407,0.2746,0.7454,-0.0896,-0.6008,-0.7818,-0.7146,-0.9006,0.4318
TCGA-3A-A9J0,0.4167,-0.459,0.0584,-0.7125,-0.5941,0.0786,-0.2101,-0.5419,1.8289,-0.3901,0.328,-0.0098,0.5783,-0.5549,-0.9907,-0.522,2.9434,-0.3358,0.7747,-0.1013,-1.0333,0.3637,-0.5651,-0.0222,0.0417,-0.3274,-0.103,0.8087,0.4912,-0.9538,0.6945,-0.959,-2.4697,-0.1042,-0.3044,1.334,0.0493,-0.1776,-0.2059,-0.1439,-0.0147,-0.3899,1.0552,-0.2703,-0.1288,0.8589,-0.5222,1.4707,-0.0804,-0.0321,-0.2309,-0.137,0.6217,0.3783,-0.137,-0.8211,-0.4503,-0.5861,-0.1775,-0.2664,0.0081,1.062,-0.4299,0.517,-0.9904,1.3532,-1.6229,-1.5158,-0.586,-1.4138,0.1894,-1.6527,-0.0852,0.1453,0.1446,-0.7721,1.3447,1.4414,0.9353,-0.157,-0.2266,0.4166,-1.0479,-0.9333,-0.7748,-0.3748,-0.3943,-1.2302,-1.0345,2.1151,0.7407,-0.2232,-0.2216,-1.6055,-1.4167,-0.2818,-0.8127,-1.5481,2.0478,0.4148
TCGA-3E-AAAY,0.139,-0.5824,-0.1811,0.049,-0.2333,0.0607,0.3459,0.6404,1.0898,0.8445,0.6791,-0.4612,0.4251,0.6633,0.0902,-0.3492,0.2496,0.7178,-0.1306,0.2222,0.1297,0.5949,0.2383,0.4918,-0.342,-0.2669,0.1105,-0.6256,-0.54,-0.5467,0.7002,-0.4282,0.5054,-0.6866,0.1504,-1.051,-0.3838,-0.1835,-0.7948,0.4603,0.1756,-0.2498,-0.0222,-0.1698,-0.0033,-0.2278,-0.2855,-0.4228,1.5356,-0.1551,-0.7902,-0.4622,0.1225,-0.4306,-1.2233,-0.9113,-0.4189,-0.4844,0.3903,-0.1643,0.0439,0.436,0.0131,0.6356,-0.0097,-1.1391,-1.0436,0.9529,0.2739,-0.0866,-0.2836,-0.1494,0.044,0.9385,-0.5224,0.0486,0.3074,0.1891,0.0013,-0.3197,0.0424,0.8176,0.4845,-0.2929,-0.6936,-0.5975,-0.4128,0.4869,-0.6325,0.3112,0.1482,0.2257,0.106,-0.5963,-0.4374,1.1168,1.542,-0.6643,-0.8355,-1.0422
TCGA-3E-AAAZ,1.6804,0.7242,0.4172,0.4379,2.0313,-0.2285,-0.3077,-0.1326,0.1404,-0.0386,0.4785,0.122,-0.3063,0.0615,-0.3233,-0.438,-0.8622,-0.2896,1.6469,-0.3604,1.0606,0.5813,-0.9503,-0.4115,-0.0336,-0.3874,-0.5919,0.7198,1.3359,-0.8578,-0.0569,-0.9976,-0.6351,1.3851,-0.4612,-0.3767,0.4141,-0.1227,0.3774,1.111,-0.5759,0.0743,0.2465,-0.2478,-0.3942,-0.744,-0.5342,0.8188,1.1706,-0.0209,-0.203,-0.5489,0.2511,0.601,0.3632,-0.0483,-0.444,-0.3619,0.2487,-1.4509,0.3071,0.0592,-0.1974,0.0019,0.071,0.4305,0.3899,-1.1864,0.6541,-1.1377,-0.888,0.0253,0.6629,-0.3694,0.3657,-0.628,-0.4318,1.0354,0.3732,-0.2227,0.4048,-0.4459,-0.19,0.3534,1.9033,0.2222,0.921,0.1354,0.0443,0.2689,0.5515,-0.25,-0.4888,-0.2703,0.3211,-0.3404,-0.5498,-0.0162,1.4653,1.1035
TCGA-F2-6879,-0.8245,-1.1867,-0.3383,-0.0515,1.1262,-0.4583,-0.706,-0.4449,-1.2076,-1.1181,-0.6712,-0.0572,0.2307,0.3633,-0.1182,-0.648,-0.8684,-0.6238,0.3707,-0.4088,-0.1773,-0.9126,-0.3505,-1.0127,0.552,-0.3966,-0.5387,0.292,-0.2924,-0.9337,-0.7081,-0.0911,-1.347,0.5403,-0.7667,-0.0532,1.2173,-0.3261,0.9043,-1.4013,-0.7214,-0.3144,0.9269,-0.2629,-0.3747,-0.6625,-0.6145,-0.159,-0.9146,-0.3304,0.2634,-0.9055,-1.0323,0.0526,1.1138,-0.1207,-0.4108,-0.4523,-0.9477,-1.2753,0.4701,-1.4072,-0.4159,1.4815,-0.4904,0.0992,0.9467,-0.7861,-0.6718,0.2293,-0.1972,1.4541,-0.2837,-1.1073,1.2378,-0.4606,0.1323,0.2973,-0.6286,-0.219,-0.2708,-0.9776,-1.3757,-0.2774,0.8917,-0.3077,-0.7747,1.2728,1.8859,-1.3437,-1.114,-0.5006,0.815,2.2242,0.1449,-0.5814,-0.8778,0.6268,0.0398,-0.1474
TCGA-F2-6880,0.6148,-0.6158,1.0483,-0.3263,-1.0072,-0.2922,1.0026,-0.7609,-0.4757,-0.6946,-0.0632,-0.647,-1.1219,-0.7351,-0.4032,-1.4781,-1.2402,-1.495,-0.862,-0.25,0.1531,0.1015,0.737,-0.6161,-0.6585,-0.1755,0.1436,-1.4073,-0.1582,-1.1427,-1.1254,-0.6808,-0.6612,-0.6581,0.407,-1.0453,-1.1403,-0.2134,-1.2603,-0.8722,0.4261,1.323,-0.298,7.1837,-0.4256,-0.7538,-0.6386,-0.7889,-0.0094,-0.0506,0.405,1.7117,-0.6882,-0.1757,-0.4697,-0.2756,-0.4344,1.3411,0.1298,0.2392,-0.8437,0.3246,-0.0191,0.2295,0.3342,-1.0088,0.1223,-1.4813,-0.644,-0.3665,-0.4434,-0.4549,0.4571,-0.3199,-0.4266,-0.5439,-2.5124,0.1635,0.7065,-0.2775,-0.1589,-0.0827,0.3044,-0.2296,-0.6602,-0.4021,-0.827,-0.2091,1.3328,-0.5408,0.3655,0.3178,1.2629,-1.8787,0.8941,-0.4503,-0.331,-0.8302,0.5342,-0.9829
TCGA-F2-7273,0.1178,0.2291,-0.4034,0.4355,0.4502,-0.3624,-0.5789,-0.8319,-1.5398,-0.617,-0.7187,-0.5711,-0.8246,0.0471,1.5094,0.803,-0.2286,-0.8158,-0.7427,-0.2883,0.2938,-0.2362,0.4644,-0.9023,-0.0015,0.3216,0.0771,-0.752,-0.5347,0.4206,-1.153,-0.4129,0.2525,-0.3264,2.678,-0.2596,0.0194,-0.056,-0.4045,-0.4833,-0.589,0.0881,0.2718,0.1661,-0.3943,-0.7095,-0.5798,-1.0681,-0.7204,-0.1149,0.5843,0.5915,-0.837,0.3417,0.3665,0.387,-0.1862,0.114,-0.9153,-0.9433,-0.8769,-0.1752,0.0028,-1.1254,-0.4883,-0.6051,0.5785,-0.6826,-0.816,-0.2227,1.0903,0.2831,0.1955,-1.5191,0.7488,0.2313,-0.7196,-0.2592,-0.7516,-0.1099,-0.5437,-1.6296,-0.5324,0.6044,-0.6482,-0.6193,-0.685,-0.0599,-0.243,-0.4191,-1.0863,-1.0128,-0.0556,-0.6776,0.5906,-0.9269,-0.2014,0.7462,0.4684,0.7367
TCGA-F2-7276,0.2101,-0.0512,-0.2256,0.9033,1.0952,-0.3692,-0.2956,-0.1777,-1.3677,-0.675,-0.5961,-0.2905,-0.5957,0.121,0.9368,0.4659,-0.3756,-0.1523,-0.4168,-0.2112,0.5983,-0.3315,0.9005,-0.6837,-0.4448,0.1202,-0.3567,0.1184,-0.2684,-0.1014,-0.946,-0.7963,0.4379,0.0659,-0.3306,0.1615,-0.1842,-0.0873,-0.735,-0.2006,-0.5863,-0.2017,0.2106,-0.0619,-0.3601,0.2049,-0.5769,-0.965,-0.8797,-0.072,0.5208,1.5465,-0.5168,0.7828,0.5397,0.7626,-0.1831,-0.0579,-0.4059,-0.8565,-0.9321,-0.4493,-0.0616,-1.0155,-0.4737,-0.3543,1.1033,0.7685,-0.5241,0.1808,1.396,0.7277,0.2144,-1.3867,0.152,0.5191,0.4548,0.0607,-0.7177,-0.2108,-0.5539,-1.0503,-0.3181,0.0577,0.524,-0.5521,-0.1374,0.2095,-0.7021,-0.2882,-1.0497,-1.1158,0.6344,-0.0038,0.7067,-0.7908,0.3395,1.3177,-0.0411,0.2113
TCGA-F2-A44G,-0.7564,-0.6922,-0.2477,-0.7812,-0.1371,-0.2712,-0.4458,0.5482,0.6084,-0.8782,0.456,-0.0567,0.0198,-0.3652,-0.9672,-0.6829,-0.4295,0.6464,1.3999,-0.1196,-0.9136,-1.1104,-0.6103,0.9715,-0.2359,0.3067,-0.5549,0.3103,-0.6043,-0.4826,-1.0284,0.2623,-0.2506,-1.2658,-0.8416,-0.1004,0.4969,-0.2594,-0.1581,0.2317,-0.5416,-0.3479,1.1879,-0.1903,-0.1208,0.4576,0.8495,0.6168,2.0743,-0.1753,0.0776,0.5752,1.0203,-0.0668,0.2688,0.1583,-0.1798,-1.1282,-0.5824,-0.5623,-0.0343,-0.768,-0.3772,0.8046,-0.9642,-0.412,0.0621,0.1059,-1.0117,-0.5477,-0.8167,-0.4881,-0.8488,0.337,0.5231,-0.3558,0.9345,-1.2943,0.1249,-0.335,-0.0744,0.8371,-0.0645,0.1902,0.4839,-0.567,0.0914,0.1696,-0.9122,-0.5661,-0.3185,-0.1702,0.6333,0.6677,-0.3962,-0.6354,-0.8255,-0.7822,-1.1211,-0.846
TCGA-F2-A44H,-0.3136,0.1096,-0.3803,-0.3842,-0.901,-0.515,-0.4031,0.3353,-0.2776,-0.8748,-0.3937,-0.6467,-0.8343,-0.4548,-0.2018,1.6268,-0.4983,0.5075,-2.0176,-0.4088,-0.2706,-0.8462,-0.7327,-0.3581,-0.965,-0.3031,-0.5517,-1.0483,-0.8946,-0.2766,-0.3986,-0.31,-0.6237,-1.4766,-0.8416,-0.4534,-0.5923,-0.2469,-0.4863,-0.3611,0.0519,0.0644,-0.7098,0.8599,-0.1958,0.1735,-0.2997,-0.7666,0.4064,-0.2262,-0.2391,0.2144,-0.8071,-0.2097,-0.207,-0.3688,-0.4353,0.0333,-0.8316,0.2499,-0.7552,0.1784,-0.2695,0.1131,-0.3517,-0.2487,-0.4064,-1.6202,-0.2923,-0.2309,-0.017,-0.5906,-0.4323,-0.1029,0.02,-0.4077,-0.0715,-1.4457,0.0338,-0.1914,-0.6908,0.0917,-0.1237,-0.3052,0.4129,-0.4568,-0.6842,-0.6409,-0.1927,-1.1317,-0.5773,0.0066,-0.9932,-0.4317,0.1863,0.0134,-0.7022,-0.4017,-0.2323,-0.4148
TCGA-F2-A7TX,-0.3093,0.1547,-0.5298,-0.7792,-0.4397,-0.4626,-0.6703,-0.4131,-0.8027,-0.9477,-0.8111,-0.3591,-0.4589,-0.7463,-0.113,-0.5069,0.0462,1.4831,-0.6993,-0.1243,0.8566,0.3103,-0.4067,-0.6466,0.8057,-0.2066,-0.5559,0.5263,-0.7948,1.1472,-1.2012,0.6585,-0.1643,2.2091,-0.7298,0.1775,1.4129,-0.3206,-0.5765,-0.5263,-0.3856,-0.0209,2.0554,0.317,-0.14,-0.3203,1.0875,-0.193,0.1179,-0.3072,1.8658,-0.3818,0.1035,2.2548,0.0496,0.0625,-0.3132,-0.4362,-0.3836,-0.9501,0.6122,-0.3885,-0.2407,1.092,-0.6354,0.6844,1.4819,-0.5054,-1.0113,0.5442,0.0363,1.794,-0.4469,-1.0632,0.0424,-0.4897,-0.0179,0.0917,0.0982,-0.3446,0.2977,-0.2789,-0.5805,1.2265,-0.5618,0.7689,1.0483,0.6439,0.9233,0.8914,0.4572,-0.9621,0.0131,1.3061,1.4564,-1.0467,-0.69,0.2733,-0.0696,-0.4578
TCGA-F2-A8YN,-0.1161,-0.5561,-0.2709,-0.7899,-0.3055,-0.5238,-0.0878,-0.6064,0.2613,1.0991,-0.8717,0.3832,0.2635,-0.5901,-0.4283,-0.4287,-0.0583,1.0309,1.2925,-0.2755,-1.9706,0.0661,-1.2612,-0.9626,0.4773,-0.3966,-0.6274,-0.3231,-0.4373,-0.1669,0.1289,-0.4223,-0.2971,1.4732,-0.8416,0.2465,1.6048,-0.2999,3.3081,1.0135,-0.2999,-0.6049,0.4724,-0.1671,-0.3928,-0.7157,1.5147,0.9914,-0.9956,-0.1741,1.1936,-1.1153,-1.6445,0.5024,0.1533,-0.6603,0.2444,-0.7639,-1.1636,-1.0053,0.7597,-1.0604,0.1366,1.6167,-0.2736,0.4543,-0.9873,-0.5328,-1.0462,-0.4499,-0.1104,0.034,-0.8461,-0.2376,0.2325,-0.6663,1.0799,-0.4982,-0.5373,-0.3162,-0.2983,0.0592,-0.9484,-0.4933,-0.0603,-0.1042,-0.5925,0.344,-0.7428,-0.0179,-0.2054,0.8495,-0.6577,0.5614,-1.2363,-0.452,-1.2727,-0.3842,-0.1355,-0.2973
TCGA-FB-A4P5,-0.1727,-0.7211,0.4989,0.2058,-0.1834,0.3788,-0.0705,-0.9904,0.2387,-0.345,0.0323,-0.2974,-0.4637,1.2721,0.342,1.1131,2.1135,-0.5645,-1.2084,-0.0328,0.3802,0.8773,0.2829,0.9389,-1.3571,0.1497,0.0778,-0.8504,-0.097,-0.1023,0.2488,-0.179,0.9291,-0.9322,0.8209,-0.7825,-0.4941,-0.0869,-0.6817,-0.0607,0.0885,-0.276,-0.0162,-0.1556,-0.0435,0.1674,0.3745,0.1751,-0.8666,-0.3361,-0.9953,1.1947,0.5928,-0.6348,-0.9946,-0.1966,-0.3578,0.3157,0.05,0.551,0.5626,-0.0539,0.1259,-0.7431,0.8164,-0.0938,-0.5232,-0.3597,1.2953,-0.2321,-0.8155,-0.0423,-0.4457,-0.4324,-1.0267,-0.2923,-0.1098,0.1092,0.4681,0.2369,-0.1568,0.3827,0.1004,-0.5801,0.5313,0.5522,-0.8488,-1.0977,-0.4591,-0.3983,-0.0483,-0.101,-0.4071,-1.0299,-0.3021,0.3787,1.1031,0.1083,-0.6436,-0.8342
TCGA-FB-A4P6,0.0469,0.751,-0.3717,0.1922,-0.1607,-0.1041,-0.4306,-0.0744,0.1384,-0.479,0.4772,-0.5482,-1.0941,0.0823,0.268,-0.0878,-0.0876,-1.0589,0.0161,-0.3207,-0.0687,0.3762,1.2339,0.4728,-0.5788,0.0234,-0.1256,-0.7319,0.3753,0.2595,0.8408,0.0616,-0.3263,0.2832,0.8908,0.1815,-0.1727,0.3732,-0.597,-0.0162,-0.0281,-0.7428,-0.4196,-0.1297,-0.1653,-0.574,-0.4767,-0.2857,-0.112,-0.1211,-0.7379,-0.5705,-0.8487,0.089,-0.118,0.6791,-0.2373,0.5075,-0.7683,-0.43,-0.1081,0.4854,-0.3322,-1.634,0.2273,-1.0441,-0.4116,-1.4548,0.9997,-0.9015,0.1548,0.219,-0.0744,1.3429,0.5245,0.3063,-1.1941,0.5006,0.4372,-0.295,-0.4386,-0.1491,0.787,0.3458,-0.4726,-0.402,-0.6363,0.6749,-0.4476,-1.2365,-0.6522,0.3732,0.7678,-0.8591,0.4081,1.0806,-0.0266,-0.2417,-0.1467,0.3653
TCGA-FB-A545,-0.3113,0.1142,-0.0325,-0.1527,0.8142,-0.4012,-0.3869,1.9243,2.9156,-1.0205,-0.5249,-0.2696,0.0802,-0.6485,-0.943,-0.438,-1.0158,-0.1705,-0.5701,-0.1639,-1.3983,1.2399,0.4101,1.044,0.285,-0.491,-0.6308,3.7125,4.554,0.3704,0.822,0.4844,-0.4374,0.6183,-0.6491,1.9851,0.7822,-0.1926,-0.7656,0.2512,-0.2927,-0.3844,0.1457,-0.257,0.2619,-0.2648,-0.0059,1.6249,1.0943,-0.065,0.3728,-0.7966,0.7433,1.0157,-1.055,-0.0475,5.6892,-0.1306,0.6915,-0.8284,0.4682,1.0812,-0.3213,-1.2963,-0.4615,-0.5757,-0.041,-0.977,-0.1836,-0.9328,-0.0719,0.3018,-0.6617,0.1732,0.7355,-0.3261,0.3509,0.3429,-0.4764,-0.2208,0.4248,0.8992,-1.3746,-0.124,0.2438,-0.2319,2.2617,0.2589,-0.1022,0.0509,1.1246,-0.2036,0.4635,0.8167,-0.2783,-0.0233,-0.9312,0.0587,1.0187,0.3723
TCGA-FB-A5VM,0.2593,-1.3293,0.5614,-0.4769,-2.155,-0.4066,0.4431,-0.8585,1.0902,0.5918,-0.0373,-0.4047,0.9493,-0.3744,-0.8967,-0.517,1.0786,0.3764,-0.6162,0.57,1.6588,-0.501,-0.8623,-0.4384,-1.1578,-0.415,-0.454,-0.2071,-0.447,0.9413,-0.9263,0.1153,-0.2834,-0.7323,-0.3109,0.1984,-1.4789,-0.1146,-0.9449,-1.3609,0.0284,-0.5714,1.202,-0.2929,0.2663,0.7747,0.8685,2.1201,-1.2456,-0.2719,-0.9658,-0.069,3.1461,-0.3986,-1.4197,0.7818,-0.2715,0.7652,2.4475,1.474,0.3835,-0.1614,-0.2054,3.8953,0.7923,3.2039,1.0786,1.5736,-0.6705,1.0761,-1.4203,-0.9194,-0.4752,0.5015,-1.4294,-0.5274,1.9895,-1.7723,0.0948,-0.3376,2.2762,-0.6573,-0.8777,-0.9392,-0.9681,1.1289,0.3812,-1.8652,-0.8449,4.3909,1.6991,1.3031,-1.5117,-0.2945,-1.1815,-0.2917,-0.1539,-1.2566,0.2191,-1.6095
TCGA-FB-A78T,-0.9251,-0.6975,-0.6265,-0.7759,0.6147,0.0321,0.3632,0.0586,1.079,1.3247,1.5416,-0.347,-0.1847,0.1913,-0.3486,-0.991,-0.6162,-0.68,-0.1844,-0.0819,0.0598,0.9842,0.0998,-0.0928,-0.8454,-0.3064,0.0232,-0.2107,1.1736,-0.6559,0.2763,-0.1283,-0.8751,1.3018,-0.5241,-0.9366,-1.389,-0.0979,-0.3311,-1.5147,0.4097,-0.3039,-0.7829,0.1866,0.3499,0.0234,0.0301,1.2488,1.7381,0.0092,-0.3644,-0.5329,-0.5813,-0.2259,-0.7819,-1.1991,-0.4134,0.0914,-0.7109,-0.6478,-0.2468,0.9319,-0.2508,-0.55,0.2451,0.2537,-0.6034,1.9741,0.8422,-0.8598,-0.5894,-0.9505,0.0901,2.318,-0.8099,-0.2724,-0.1165,1.0148,0.2008,-0.3111,-0.2691,0.7685,-0.396,0.3141,-0.9413,-0.6485,-0.8264,0.2789,0.5766,-0.7869,0.2742,1.0995,0.5485,0.3161,0.5613,0.83,1.3427,-0.1205,1.5671,0.9723
TCGA-FB-A7DR,0.4067,0.1115,0.005,1.0121,-0.5501,0.0501,-0.4072,-0.6806,-1.0076,0.7869,-0.759,-0.7904,-0.3622,0.6073,0.1718,1.0177,-0.3271,0.858,-0.1275,-0.2908,-0.7369,0.768,-0.9107,-0.3699,0.0057,-0.282,-0.4971,0.5187,-0.3879,-0.0121,-0.098,-1.0508,-0.0061,-0.5369,-0.4937,-0.211,-0.971,0.011,0.0575,-0.0386,0.2604,0.1123,-0.5626,-0.3013,-0.3774,-0.5863,-0.5487,-0.8539,-0.7153,-0.0538,1.1023,0.0851,-0.6198,-0.1787,0.2779,0.2149,0.5434,0.1146,-0.47,-0.1459,0.6253,-0.2662,-0.19,-0.8153,0.3501,0.5352,-1.0781,-0.5567,-0.1691,-0.3814,0.2551,-0.1902,0.1922,-0.5492,-0.1522,-0.2314,1.1942,-1.3253,0.131,-0.2266,-0.088,-0.8177,0.1748,-0.5566,0.0023,0.1328,-0.8526,-0.5812,0.9541,-0.9738,-0.2647,-0.3512,-1.3016,-0.7527,0.1989,-0.95,-0.8138,-0.2367,-1.0209,-0.0872
