"LIG3","KDM7A","COX15","EPHA3","FAM120A","TRAF3IP2","TOP2B","TM9SF3","CRYBG3","OSTM1","DNMT3B","UNC13D","LRRFIP2","PALMD","SF3A1","SNPH","CHRDL1","HTR2A","OLFM4","FOXF1","TRPA1","DKK4","NEFM","ATP1A3","CCL24","CCDC47","SMARCD2","SGCA","SOD3","CAPRIN2","ATP5F1B","PPM1H","NT5DC3","SMOC2","C7","TUSC2","NPRL2","PODXL2","PDE1A","IGFBP5","STK25","STRN","NFE2L2","KLHL12","AKR1A1","ATF6","ECRG4","GPR68","CNRIP1","UFM1","ELF1","KCNJ8","CPXM2","RNF113A","PTGER2","SLC2A4RG","TRPV5","RNASE1","CRB3","ADGRE3","SH3BP5","KHDRBS3","ZSWIM4","MMACHC","FBXO21","GLS2","TGFBRAP1","STAB2","ITM2B","IGF2BP3","SCN7A","ZNF189","ALDOB","GPAT3","SLC15A4","NABP2","LPAR6","AFG3L2","TRIM65","SOD1","RPL11","WDTC1","NECTIN4","TOR1AIP1","C1orf56","HHIPL2","THSD7B","LRIG1","PXDNL","INTS4","DIXDC1","GUF1","RPIA","OXNAD1","CYP2U1","PXYLP1","KCNS2","ZFYVE9","TMEM171","RCAN1","EFCAB14","TPPP3","ZNF222","SLC25A44","ALDH16A1","RAVER2","PBXIP1","WDR82","ADCY1","HNRNPK","SVEP1","PGAP4","CRYL1","GFI1B","NDRG2","MFAP4","ATP23","MTMR10","GREM1","ENTPD3","HR","GFM1","KCNAB1","HIC2","SYAP1","OTUD7A","SIK2","CRTAP","KISS1","RIOX2","TMEM43","GAP43","TP53RK","MYOZ2","LRRN3","SLC25A30","PODN","CSRP2","TMEM9B","ACER2","MAGEF1","IMP3","TMTC2","ZNF664","JRKL","GUSBP1","UBALD2","GALNT17","ATP6V0A2","LSAMP","MRPL40","ZNF284","DIPK1C","INSYN2A","NLGN3","SRGAP2B","SCOC.AS1","HOXA4","FAM118B","MPZL1","MIER1","MAN1A2","RN7SKP72","RN7SKP250","SNORA38","RN7SKP9","TCEA3","XKR4","RNU1.89P","RNU1.4","IGLV4.60","IGLV1.47","IGHV2.5","IGHV3.15","IGHV1.45","SFT2D2","MXD3","ZNF134","MIR99AHG","TMEM167B","TAFA5","RN7SKP111","RN7SKP165","FTH1P10","RTCA.AS1","MRPL20.AS1","IGHV3.72","SLC2A1.AS1","SPATA20P1","PIK3CD.AS2","CHORDC1P1","LINC02574","MAP3K20.AS1","ALG1L6P","HOXB.AS2","RN7SL263P","IGKV1.17","INMT","RN7SL299P","IGKV2.30","IGKV2D.29","RPLP0P2","RN7SL679P","RN7SL395P","IGKV1.27","SCARNA22","OR7E28P","ATXN7L3B","LYN","LINC02732","WAC.AS1","IGLL5","TIFAB","DENND11","HLX.AS1","SH3RF3.AS1","VS"
7.93,7.8,9.56,2.39,45.73,6.5,24.51,86.72,4.7,8.02,0.61,2.9,15.1,2.3,12.5,0.27,0.3,0.02,91.13,1.31,0.32,3.33,0.01,0.45,2.36,18.88,9.03,0.07,2.28,4.43,113.74,2.05,2.22,4.69,4.03,4.34,4.7,2.93,1.56,18.65,16.19,5.78,34.12,10.07,37.18,16.81,0.03,0.28,0.84,29.61,28.88,1.15,0.67,4.46,2.84,12.96,0.01,57.2,15.81,0.34,5.45,3.93,2.85,0.64,5.76,0.2,4.02,0.01,212.46,7.19,0.59,18.63,14.63,3.2,7.5,7.91,10.4,17.51,2.92,127.83,791.78,5.95,20.24,21.56,0.59,0.08,0.14,7.08,0.07,7.51,2.38,6.68,4.25,8.6,0.86,2.88,0.01,3.09,1.46,10.25,21.17,3.3,1.49,4.96,3.45,2.72,19.97,11.79,0.14,138.09,0.95,7.55,8.7,0.05,21.99,3.08,1.84,6.94,15,1.35,3.43,13.96,0.18,0.56,14.56,0.16,3.35,15.94,0.22,9.68,15.57,0.01,4.53,0.03,0.12,2.12,1.5,2.36,14.71,3.73,10.59,12.7,5.31,17.83,6.19,15.77,9.44,0.06,3.76,1.87,11.92,0.54,0.86,0.09,0.24,12.58,0.02,0.12,10.71,68.51,15.43,10.65,0.46,1.55,33.24,2,28.16,0.01,0.16,5121.27,0.18,12.73,10.1,5.82,0.1,18.09,1.61,5.5,1.05,14.32,0.81,1.12,0.06,0.01,0.49,3.61,1.25,0.56,0.28,0.7,0.04,0,2.18,0,0.07,7.84,9.15,2.25,0.48,4.64,2.97,0.35,23.94,0.77,10.62,9.51,0.05,9.78,23.43,0,5.89,12.33,0.07,6.3,0,0.21,"1"
9.7,10.42,21.24,3.75,123.06,15.11,33.6,159.19,7.19,12.31,0.65,6.12,16.53,1.39,22.94,0.56,3.08,0.04,3940.51,2.83,2.12,7.58,0.02,0.49,22.29,80.01,23.11,0.09,5.75,8.88,193,6.7,8.66,21.68,14.87,9.61,6.41,7.73,2.87,47.58,16.63,16.02,86.8,11.92,115.78,28.53,1.32,1.67,1.51,36.7,50.75,2.16,10.97,8.76,2.05,6.53,0.02,1009.01,27.23,1.37,6.91,3.74,3.29,2.18,20.22,0.79,10.54,0.15,450.32,0.26,0.96,17.35,166.67,2.87,12.29,7.36,15.84,81.02,5.89,159.96,562.13,8.92,22.94,59.41,1.62,0,0.47,19.74,0.02,7.94,6.26,10.48,14.16,11.14,2.57,3.04,0.02,10.28,12.78,9.86,85.5,2.51,2.29,16.18,7.66,10.92,43.21,30.34,0.49,221.5,4.53,21.21,14.77,0.29,17.58,7.98,2.51,5.38,16.99,2.63,1.16,30.8,0.16,0.47,19.76,0.08,5.87,42.21,0.15,9.74,27.95,0.1,6.4,0.07,0.19,7.09,7.88,3.91,30.28,43.19,20.6,12.06,10.03,32.85,9.01,6.6,16.29,0.43,14.89,3.2,5.85,1.05,0.95,0.12,0.35,54.91,0.03,0.34,12.29,82.17,12.95,10.37,0.32,0.14,9.15,0.65,28.46,0.01,0.17,1346.56,2.73,197.93,126.55,110.99,4.56,37.98,1.47,9.94,1.1,11.57,1.74,0.97,0.19,0.07,0.05,5.77,16.53,0.23,0.05,0.08,0,0,0.03,0.22,0,2.42,101.06,6.17,0.08,98.57,28.55,0.11,8.91,0.42,32.25,1.44,0.02,41.65,20.08,0,4.35,144.95,0.25,15.76,0.11,0.35,"0"
8.31,8.29,9.99,8.9,34.77,6.16,34.45,77.78,8.56,11.61,0.96,23.84,16.86,3.12,16.92,0.54,2.23,0.12,343.26,1.53,0.27,0.62,0.04,1.27,1.24,34.28,14.08,0.06,3.69,20.15,150.29,4.42,3.2,3.7,18.37,6.93,5.88,4.39,4.06,188.12,26.01,12.35,40.96,8.07,32.49,11.95,0.62,0.7,2.06,36.63,37.09,1.9,1.46,4.04,1.17,23.36,0.01,85.03,5.01,0.37,5.56,10.04,4,1.32,16.12,0.65,5.56,0.1,244.41,19.4,1.53,7.6,1.92,4.99,19.7,8.63,15.25,19.96,4,54.11,491.11,7.45,10.66,19.21,0.43,0.2,0.5,9.73,0.02,16.29,4.08,7.66,5.44,7.81,1.72,5.42,0.02,4.91,1.86,12.54,30.22,3.27,1.52,3.87,5.35,3.72,16.01,20.41,0.75,154.95,3.49,3.94,6.95,0.02,17.92,7.1,2.57,6.89,9.3,2.15,0.54,21.78,0.48,0.73,10.67,0.24,5.7,23.01,4.83,11.65,23.64,0.77,6.48,0,0.16,4.39,6.09,6.67,30.75,2.54,15.34,7.47,8.09,24.61,10.58,10.03,11.38,0.27,7.77,3.88,11.81,0.85,0.13,0.05,0.27,22.56,0.04,0.32,9.96,34.32,14.73,13.82,0.14,0.38,18.67,1.25,11.41,0.04,0,5316.3,0.11,1.66,1.8,3.86,0.19,16.14,2.73,7.2,7.34,13.27,2.82,0.16,0,0,0.28,4.16,0.27,0.72,0.18,0.56,0,0.18,0,0.06,0,5.06,2.26,5.12,0.62,1.33,0,2.33,18.17,0.29,1.77,8.4,0,17.42,18.13,0.07,5.1,7.05,0.06,7.15,0.14,0.18,"1"
10.52,8.43,6.84,2.29,99.32,7.09,19.18,65.59,6.86,8.36,1.1,2.76,14.71,1.71,29.41,0.27,0.21,0.12,13.16,2.77,0.16,0.06,0,2.04,12.56,66.32,24.37,0.36,3.32,4.9,187.75,10.83,4.36,14.01,0.4,6.38,4.2,15.5,0.64,54.95,17.78,8.39,85.47,12,68.33,11.79,0,1.62,1.86,30.11,26.67,2.53,1.18,6.96,4.89,25.31,0,72.83,20.87,0.33,9,9.93,6.01,4.07,16.83,0.6,10.26,0.1,290.43,4.08,0.23,9.79,2.18,1.74,16.6,16.35,13.77,11.94,10.64,118.57,745.38,8.34,27.07,27.82,1.13,0,0.08,8.25,0.23,8.65,4.34,7.07,7.73,4.08,1.48,8.75,0.01,7.87,2.15,15.54,64.22,7.59,2.73,4.6,5.43,5.77,27.89,17.09,0.13,217.95,3.28,9.03,11.25,0,10.65,5.83,5.44,10.75,133.02,1.42,2.91,27.27,0.24,1.02,16.28,0.37,3.82,30.72,0,13.46,23.03,0.14,7.73,0,0.07,4.22,6.5,15.14,27.75,2,19.89,28.17,14.15,41.67,5.83,5.59,28.78,0.45,4.95,0.89,21.48,0.75,0.27,0.11,0.16,20.43,0,0.64,7.47,82.85,23.16,9.33,0,0.1,23.49,0.42,10.23,0.01,0.47,4081.4,0.17,3.47,4.52,9.19,0,16.53,3.4,6.14,1.14,15.98,5.24,0,0,0.12,0,6.13,0.48,0.22,1.22,0.08,0,0.34,4.34,0,0.03,3.58,2.55,1.37,0.12,2.09,0.62,0.97,9.82,0.22,0.95,15.91,0.06,34.24,32.08,0,5.93,4.84,0.01,5.7,0.2,0.23,"0"
5.98,5.51,16.08,1.37,50.22,7.94,22.81,91.95,6.64,16.49,0.73,22.62,16.05,8.42,18.27,0.85,14.76,0.7,5.63,1.52,0.03,0.49,0.07,0.21,9.39,29.57,20.94,0.17,2.13,28.75,150.85,1.18,2.43,7.87,46.71,6.53,5.26,2.36,6.33,57.43,31.04,8.15,36.24,9.22,29.24,13.39,0.27,1.13,6.11,31.22,24.55,7.82,1.19,7.95,3.8,17.51,0,85.75,2.93,0.07,8.64,4.25,3.35,1.47,14.33,0.04,6.12,0.07,165.16,15.58,0.4,8.8,0.06,4.9,8.97,9.47,14.06,11.49,9.5,76.25,720.5,4.3,2.69,30.04,0.88,0.01,0.42,7.36,0.33,8.45,4.96,5.8,3.73,5.76,2.82,5.07,0.05,4.12,0.6,12.15,25.44,10.07,2.36,5.58,6.51,1.46,20.8,21.76,0.31,178.46,5.74,4.94,4.62,0,5.76,11.21,2.34,6.41,58.39,0.56,0.69,16.86,0.3,1.04,9.04,0.26,5.32,45.62,0,9.9,35.99,0.09,7.31,0.03,0.29,3.55,12.31,7.11,20.73,1.94,11.19,12.41,4.99,15.28,8.48,9.03,14.68,0.86,7.5,2.55,15.71,1.42,0.73,0.06,0.19,16.35,0.02,0.46,8.01,67.55,17.29,13.01,0,0,10.43,0.47,3.04,0.02,0,2446.69,0.37,12.69,10.65,10.61,0.21,19.28,1.99,7.29,1.98,13.87,3.2,0.18,0,0.09,0.52,5.13,3.77,0.41,0.4,0.12,0.04,0,0.03,0,0,9.82,12.86,3.66,1.16,18.4,4.54,0.99,13.17,1.82,6.08,2.85,0.05,17.95,11.26,0,6.26,24.1,0.07,7.38,0.15,0.12,"1"
6.96,5.19,17.99,0.41,35.5,28.76,31.83,86.28,6.06,13.58,0.69,10.23,9.77,1.93,23.37,0.66,0.01,0.01,30.34,0.38,0.01,0.38,0.01,0.17,0.12,62.81,31.97,0.28,0.47,6.39,363.83,14.68,3.66,10.32,6.4,6,6.73,0.02,0.43,0.79,37.7,11.41,52.9,9.48,40.74,19.02,0.06,0.02,0.67,24.31,29.9,0.73,0.1,16.42,0.08,15.5,0,39.41,16.32,0.19,2.38,16.97,1.36,3.14,24.04,2.61,7.34,0.13,135.99,0.15,0.73,8.76,0.36,3.2,10.79,16.36,6.76,7.14,5.92,95.96,1477.85,6.9,5.74,41.3,1.71,0.06,0.02,24.09,0.08,7.39,3.58,6.05,5.33,4.4,1.34,3.03,0.01,5.66,7.77,5.72,16.56,11.04,1.7,5.03,7.52,4.86,20.67,14.71,0.04,170.39,0.07,0.12,7.82,0,13.21,0.13,4.31,6.27,0.8,33.78,0.62,14.11,0.16,0.75,19.1,0.89,3.63,29.79,0.3,10.01,18.73,0,4.46,0,0.01,4.02,0.14,2.62,20.69,6.7,6.38,14.75,7.2,35.33,4.01,19.85,17.28,0.04,5.07,8.5,14.03,0.67,0,0,0.13,8.51,0.03,0.07,3.58,68.02,14.68,19.27,0.28,0.08,7.41,0.8,13.65,0,0.6,1745.59,0,0.24,0.07,0,0,13.23,1.42,5.42,3.58,14.83,0.1,0,0.07,0.02,0.06,1.67,0,0.64,0,0.83,0,0,0.06,0,0,4.2,0,1.29,0.29,0.06,0,1.33,10.77,0.19,0,11.36,0.03,18.37,12.1,0,5.4,0.07,0,10.15,0,0,"1"
10.08,11.86,7.66,0.27,18.19,3.7,19.52,62.72,2.7,5.17,1.89,60.32,10.37,0.34,15.09,0.17,0.09,0,30.45,0.16,0.04,0,0.02,7.58,0.76,31.74,19.84,0.09,1.27,126.26,51.76,1.53,3.17,0.15,1.14,2.42,3.64,0.98,0.5,5.95,45.93,6.55,35.39,8.26,19.77,7.12,0.11,0.08,0.07,22.45,31.04,0.19,0.15,2.77,0.15,19.42,0.12,10.64,9.5,0.11,3.82,7.24,6.4,1.68,5.13,0.56,4.63,0.23,101.9,23.67,1,2.99,1.29,4.12,11.42,6.69,10.63,14.69,6.32,16.18,160.1,3.99,17.66,14.41,0.74,0.25,0.12,3.31,0.29,12.53,1.07,4.01,5.77,3.49,0.3,3.04,0,2.79,0.93,1.93,11.36,1.47,0.81,3.76,3.85,2.66,12.07,9.25,0.9,59.54,0.38,1.62,3.87,0,12.44,0.11,0.86,4.42,1.05,0.49,3.64,17.1,0.18,1.48,9.94,0.96,2.91,3.29,0.26,5.24,10.13,0.04,3.52,0,0,2.24,0.65,1.38,6.41,0.61,12,10.23,3.54,17.64,5.43,11.25,23.24,0.17,6.36,0.33,6.25,1.37,0.05,0.06,0.4,20.29,0.03,0.04,4.37,28.76,9.64,5.97,18.4,31.98,70.1,25.61,7.41,0,12.7,4519.45,0,0,0,0,0,13.09,6.67,4.71,0.38,3.83,0.57,2.95,0.38,0,0.16,2.5,0.15,1.78,0.3,1.56,0,0,0,0,0,89.11,0,6.64,484.48,0.17,0,1.92,683.25,969.24,0,43.2,0,9.94,3.19,0,5.18,0,0,10.11,0,0.04,"1"
7.2,6.54,12.2,5.11,29.26,12.5,26.53,80.52,6.11,12.37,0.46,24.56,9.06,3.18,15.69,0.36,5,0.13,73.69,0.67,0.11,0.42,0.1,0.26,0.38,44.94,21.11,0.4,6.41,6.15,209.72,11.03,3.13,9.65,94.36,6.27,4.82,9.91,2.6,19.21,19.81,9.56,40.82,11.04,29.32,15.82,1.77,0.97,1.69,37.75,61.65,2.83,3.31,8.69,1.35,15.53,0.02,242.22,16.88,0.16,5.31,2.05,2.3,1.46,22.66,4.43,8.59,0.14,387.37,0.81,2.57,10.35,4.82,2.15,8.67,14.26,9.44,23.01,3.81,87.39,535.02,8.71,0.26,32.72,1.03,0.04,0.21,12.39,0.11,6.31,4.15,5.81,7,4.46,2.03,4.73,0.06,9.21,0.63,17.95,31.15,4.08,3.38,6.77,7.52,4.01,33.59,15.91,0.22,146.26,3.7,7.16,11.06,0.03,35.8,9.27,3.48,6.17,7.61,18.89,0.93,17.16,0.68,1,14.26,0.56,9.73,23.39,0,7.07,14.37,0.27,6.25,0.06,0.21,5.37,4.38,3.23,36.72,4.57,13.15,8.71,2.27,51.96,8.95,5.25,8.91,0.3,7.75,1.02,8.89,1.21,0.03,0.02,0.23,5.21,0.05,0.21,6.65,59.61,14.75,13.98,0,0,17.92,0.4,32.6,0.05,0,3205.59,0.49,32.6,5.32,8.29,0.14,24.28,1.6,11.86,0.91,14.62,0.31,0.47,0,0,0.27,3.48,2.63,0.23,0,0.54,0.05,0,0.04,0,0,5.85,2.58,4.46,0.45,16.06,0.15,0.11,11.49,0.43,4.31,6.62,0,26.85,15.4,0,7.6,13.39,0.45,8.7,0,0,"1"
6.63,13.87,12.02,17.17,41.31,12.25,26.93,227.69,5.75,11.43,0.75,10.19,14.09,2.22,20.55,0.5,5.05,0.15,1343.06,4.47,2.84,1,0.17,1.04,1.42,49.86,18.19,0.26,16.24,8.68,91.35,5.54,2.38,25.76,102.38,5.71,4.15,4.51,7.7,186.84,28.7,11.29,40.42,10.87,31.43,13.27,0.12,3.36,4.61,32.72,46.77,5.86,13.88,6.24,5.86,18.39,0.02,143.67,7.75,0.31,11.67,1.98,3.47,1.33,9.68,0.35,8.61,0.13,324.66,19.69,5.08,7.71,1.56,3.86,8.95,6.47,9.84,27.6,5.22,63.61,612.3,9.89,12.72,32.93,0.68,0.03,1.45,13.68,0.11,10.49,6.24,5.78,9.68,5.67,3.29,4.83,0.7,9.51,2.33,7.18,43.14,4.81,2.84,6.73,5.01,8.1,35.06,22.2,0.19,143.97,8.32,8.06,22.06,0.17,15.49,25.98,2.48,6.88,46.58,0.87,2.48,20.06,0.43,1.15,8.57,0.22,7.36,33.47,0.55,6.26,21.65,1.28,5.74,0.06,0.38,5.31,18.4,5.77,18.91,7.43,14.12,11.02,4.29,23.28,7.61,8.84,12.68,0.42,5.74,9.34,6.67,1.48,0.66,0.19,0.83,16.06,0.03,0.65,9.94,82.7,22.88,17.32,19.06,45.32,39.37,26.83,20.11,0.02,6.46,4162.49,0,67.9,59.85,131.25,0.68,26.27,2.1,7.16,4.44,15.61,3.88,5.37,2.31,0.61,0.65,5.32,46.55,0.54,0,0.94,0.1,0,0.56,0,0.08,37.87,37.86,15.02,215.82,47.46,131.04,1.62,302.1,390.05,131.33,11.13,0.03,18.82,25.1,0.06,6.59,107.07,0.2,12.08,0.12,0.33,"1"
6.92,4.78,7.62,1.91,35.47,4.08,14.92,99.39,5.28,7.7,0.2,37.74,15.16,2.13,22.72,0.36,0.39,0.05,1.09,0.81,0.8,0,0.1,0.51,1.31,81.34,18.02,0.18,1.47,21.71,131,2.16,3.03,1.24,2.12,3.22,2.53,0.08,2.8,49.31,29.29,10.81,31.31,8.79,41.18,8.32,0.12,2.42,1.87,20.19,15.97,2.67,1.19,5.94,1.94,8.16,0.01,21.27,2.38,0.21,10.4,5.44,2.15,1.8,7.55,0.13,3.96,0.24,100.93,18.91,0.18,6.83,0.13,12.57,10.92,8.74,4.53,15.07,8.36,53.28,1275.32,4.55,5.03,29.13,1.48,0.5,0.04,6.42,0.23,7.82,4.43,4.11,2.98,3.3,0.89,2.77,0.02,7.66,2.4,7.25,20.86,7.09,2.43,3.64,3.72,3.61,17.81,10.88,0.1,159.1,2.28,5.22,4.09,0,3.11,9.03,0.68,3.79,94.97,0.56,0.05,14.44,0.63,1.1,14.59,0.04,6.15,19.29,6.34,8.19,18.33,0.1,5.23,0.01,0.13,3.31,3.82,8.49,18.87,1,12.89,18.66,4.38,19.57,5.53,3,49.81,0.09,3.4,1.77,17.91,0.6,0.09,0.15,0.07,13.48,0,0.33,5.59,67.7,24.09,16.33,15.67,33.01,121.06,32.58,4.86,0.01,53.75,22220.89,0,1.32,0.5,0.51,0,11.77,1.09,5.44,1.09,12.73,0.71,6.24,0.53,1.91,0.62,3.3,0,0.74,1.19,0.4,0,0,0.01,0,0,32.94,0.9,1.07,714.62,0.1,0.19,3.05,175.71,159.03,0.39,59.62,0,17.86,11.83,0.2,3.99,0.87,0.01,4.54,0.65,0.11,"1"
13.12,23.57,11.57,7.56,63.1,14.79,22.78,74.9,9.71,14.86,0.62,7.54,16.86,10.87,33.4,0.44,1.9,0.66,399.44,3.98,1.63,0.57,0.28,0.94,3.01,50.52,28.73,0.62,6.01,8.49,188,1.81,3.04,4.44,18.63,3.77,3.04,1.49,4.76,151.15,26.98,14.06,87.44,12.92,55.8,15.52,0.7,6.37,3.28,37.85,41.6,2.68,4.56,6.16,1.89,17.27,0,37.05,7.48,1.49,6.67,9.49,4.29,2.37,12.34,0.63,8.5,0,329.81,2.82,1.66,13.34,4.29,1.78,15.08,10.28,52.19,35.98,9.24,81.59,886.3,8.6,42.66,31.46,0.82,0,0.08,7.65,0.12,13.32,4.27,8.63,3.69,4.84,1.69,6.95,0.11,14.94,3.65,12.81,37.27,18.45,2.1,7.85,6.88,3.05,20.98,17.63,0.28,222.3,5.65,9.25,6.43,0.05,31.62,15.6,2.31,9.2,70.34,1.64,10.45,26.99,0.72,0.53,11.59,0.57,6.18,35.79,0,12.8,24.14,2.26,5.14,0.06,0.18,12.23,11.54,9.88,26.43,3.04,12.95,21.38,8.33,20.99,10.03,23.69,19.2,0.8,9.46,7.07,9.19,1.31,0.22,0.14,0.22,17.47,0.02,0.76,5.54,117.66,21.45,11.31,0,0.15,18.61,1.63,9.6,0.16,0.36,3243.94,0.65,4.76,4.82,10.73,0.22,34.26,2.02,4.5,4.68,14.32,3.65,0,0,0.05,0.54,5.8,1.25,0.65,1.14,0.26,0.22,0.41,0.42,0,0.15,1.86,6.02,6.82,0.18,3.21,3.45,5.59,6.49,0,3.65,5.59,0.15,19.53,41.03,0.06,9.25,13.88,0.12,17.94,0.16,0.39,"0"
14.79,27.42,9.77,5.23,71.28,4.42,33.34,124.29,6.77,9.72,1.14,3.22,26.07,3.31,19.49,0.49,4.17,0.26,4.95,3.32,7.25,0.63,0.12,1.55,133.76,41.71,19.25,0.12,10.06,8.12,107.72,9.45,5.58,6.94,33.51,6.22,5.57,4.96,4.64,77.62,21.66,15.48,31.75,12.92,41.59,12.78,0.72,1.01,2.41,34.34,31.03,1.88,5.47,4.09,7.08,10.72,0.07,40.23,10.83,1.38,9.41,18.92,5.32,3.01,10.54,0.34,7.18,0.23,133.54,17.99,5.2,19.86,6.08,2.28,8.77,7.09,6.25,26.23,6.41,47.89,463.39,11.63,7.07,18.69,1.01,0.47,0.17,14.26,0.15,9.99,5.22,23.11,11.6,9.56,1.77,2.63,0.08,8.08,2.48,11.53,32.92,13.84,1.37,6.9,5.84,10.47,14.47,20.75,0.66,152.73,3.7,8.19,13.5,0.06,10.45,15.33,3.7,8.64,19.43,0.28,2.03,20.96,0.62,1.26,16.14,1.98,6.77,20.42,0,9.61,17.96,0.3,6.95,0.06,0.16,4.04,6.74,7.51,16.99,3.83,11.8,7.25,12.9,37.06,5.56,22.06,14.07,0.27,10.55,5.43,6.28,0.79,0.06,0.08,0.2,23.63,0,2.33,7.1,75.04,24.98,17.07,49.24,105.12,44.28,60.86,22.2,0.07,13.46,5905.79,0.13,0.89,3.72,0.96,0.11,20.31,2.84,4.92,1.98,15.12,1.43,12.27,4.05,0,0.66,4.63,0.21,1.05,0.21,0.16,0,0,0.03,0,0.05,32.88,0.76,7.69,175.5,1.94,0.39,2.05,218.97,291.1,1.49,17.72,0,24.09,44.22,0,7.08,4.36,0.07,31.52,0.16,0.55,"1"
7.49,8.38,8.88,2.54,35.74,4.69,31.17,148.17,5.99,7.43,0.49,10.78,16.65,0.97,17.24,0.63,0.28,0,535.18,2.67,0.16,0.67,0.03,1.03,1.98,53.4,20.94,0.19,2.34,7.55,132.16,12.26,2.32,8.29,1.24,5.68,4.07,1.34,2.5,14.96,24.39,6.6,35.94,9.15,42.48,9.22,0.31,0.28,0.94,31.38,39.31,1.54,1.87,4.14,6.57,15.75,0.04,150.78,15.16,0.32,4.88,7.33,2.93,1.44,12.09,0.24,4.9,0.03,282.33,1.68,0.45,10.4,5.3,2.21,7.48,10.14,8.86,27.66,4.22,82.9,468.35,8.95,8.41,21.55,0.9,0.01,0.06,10.24,0.04,7.91,2.51,4.72,8.87,6.68,1.68,4.2,0.03,5.59,1.58,8.37,47.26,19.9,1.54,4.67,5.71,2.96,18.65,11.44,0.11,92.16,2.04,4.58,19.55,0.2,25.81,4.64,2.6,9.51,15.02,4.26,1.68,14.71,0.33,0.74,13.87,0.29,3.92,20.35,0.27,7.1,16.19,0.08,5.27,0.03,0.05,3.58,3.24,4.68,21.98,5.3,11.29,11.81,10.22,27.79,6.59,18.64,18.03,0.18,6.33,1.89,13.36,1.07,0.16,0.14,0.38,21.3,0,0.49,9.72,56.59,21.35,9.86,0.74,1.31,18.23,2.28,16.9,0.01,0.18,5833.8,0.34,0.53,1.41,2.65,0,13.75,2.33,5.84,2.31,15.16,1.34,0.65,0.23,0,0.85,5.44,0.73,0.48,0,0.3,0,0,4.25,0,0.09,9.09,8.62,2.71,1.7,0.94,1.25,0.37,29.09,0.75,1.28,21.4,0.08,41.94,19.43,0.05,5.47,1.88,0.01,5.86,0.14,0.18,"1"
8.06,0.51,14.16,0.26,17.75,2.39,10.14,17.35,3.2,4.45,0.98,26.23,6.42,0.14,10.88,0.92,0,0,0.01,0.01,0.04,0,0,0.16,0,33.66,19.67,0,0.01,3.22,162.04,0.17,2.17,0,23.27,6.69,5.59,1.71,0.01,5.73,28.06,4.7,18.95,6.78,13.46,6.94,0,0.03,0.6,15.18,5.77,0,0,3.08,0.07,12.95,0,15.21,0.27,0,3.76,0.04,0.67,3.25,7.4,0.13,4.05,0,54.58,15.83,0.06,2.56,0,10.77,4.35,11.69,0.06,12.57,7.16,92.84,727.86,4.11,0.06,12.99,1.69,0.04,0.04,4.54,0,12.36,1.16,2.72,2.79,3.43,1.05,3.58,0,2.67,0.21,3.34,15.7,0.24,3.22,4.71,6.71,1.37,24.66,13.78,0.21,149.71,0.33,2.4,2.52,0,5.12,0,3.27,3.65,0.11,0.01,5.12,14.96,0,0.6,5.68,0.12,5.27,21.19,0,7.86,21.4,0,4.78,0,0,1.76,0.43,2.06,6.53,0.71,12.78,17.77,0.46,12.02,3.99,8.78,7.35,0,3.3,0.32,19.93,1.45,0,0.01,0.1,8.06,0,0.02,6.99,19.35,3.94,7.15,0.73,2.64,308.56,10.72,1.25,0,0.87,3639.74,0,0,0,0,0,8.31,14.34,4.88,0,8.25,0,5.39,0.25,1.12,2.09,5.06,0,0.45,0.05,0.65,0,0,0,0,0,1.07,0,0.27,0.43,0,0,0.05,3.73,0.08,0,204.54,0,32.1,3.08,0,4.19,0,0,2.55,0.03,0.04,"1"
8.82,13.36,22.57,19.68,63.95,10.77,44.19,193.16,8.72,13.23,0.69,8.61,24.08,1.52,20.31,1,3.42,0.28,1709.76,4.64,1.25,4.68,0.17,1.05,26.5,49.25,16.91,0.4,9.1,6.86,246.55,14.51,11.53,10.3,83.62,7.69,6.62,16.63,4.62,252.61,35.76,13.88,39.52,11.94,43.88,17,0.38,1.61,3.38,39.3,46.29,7.06,6.48,5.74,1.89,19.91,0.04,112.47,12.26,0.14,5.87,7.24,4.2,2.3,19.11,0.55,8.2,0.05,320.91,20.35,4.16,11.56,21.64,5.91,12.75,9.86,15.05,29.73,5.54,87.59,823.72,13.15,15.69,24.87,1.18,0.09,1.04,17.66,0.31,9.37,4.38,14.17,8.44,10,2.83,4.05,0.13,8.1,2.66,12.12,69.04,15.82,1.32,6.31,6.54,9.62,22.39,25.76,0.7,214.24,6.64,7.69,22.64,0.39,29.29,17.74,2.27,7.32,68.42,4.2,2.51,33.58,0.59,0.56,22.62,0.55,7.23,33,0.36,12.24,22.62,0.66,5.23,0.05,0.48,4.2,7.47,8.28,32.57,6.67,18.17,12.82,9.71,55.05,13.09,11.8,15,0.35,8.59,5.86,7.81,0.88,0.02,0.15,0.69,17.55,0,0.73,9.2,92.51,25.75,23.84,0.16,0.31,5.38,1,29.79,0.16,0,2602.18,0.65,6.07,8.09,9.71,0.34,24.72,1.97,9.29,4.89,28.89,4.42,0,0,0.23,0,5.62,3.55,1.12,0.52,0.17,0.04,0,1.06,0.1,0.2,5.92,20.06,7.12,0,6.19,5.74,4.31,8.15,0.52,8.33,8.53,0,36.55,23.93,0.08,8.87,19.39,0.06,11.58,0,0.28,"0"
