"LIG3","KDM7A","COX15","EPHA3","FAM120A","TRAF3IP2","TOP2B","TM9SF3","CRYBG3","OSTM1","DNMT3B","UNC13D","LRRFIP2","PALMD","SF3A1","SNPH","CHRDL1","HTR2A","OLFM4","FOXF1","TRPA1","DKK4","NEFM","ATP1A3","CCL24","CCDC47","SMARCD2","SGCA","SOD3","CAPRIN2","ATP5F1B","PPM1H","NT5DC3","SMOC2","C7","TUSC2","NPRL2","PODXL2","PDE1A","IGFBP5","STK25","STRN","NFE2L2","KLHL12","AKR1A1","ATF6","ECRG4","GPR68","CNRIP1","UFM1","ELF1","KCNJ8","CPXM2","RNF113A","PTGER2","SLC2A4RG","TRPV5","RNASE1","CRB3","ADGRE3","SH3BP5","KHDRBS3","ZSWIM4","MMACHC","FBXO21","GLS2","TGFBRAP1","STAB2","ITM2B","IGF2BP3","SCN7A","ZNF189","ALDOB","GPAT3","SLC15A4","NABP2","LPAR6","AFG3L2","TRIM65","SOD1","RPL11","WDTC1","NECTIN4","TOR1AIP1","C1orf56","HHIPL2","THSD7B","LRIG1","PXDNL","INTS4","DIXDC1","GUF1","RPIA","OXNAD1","CYP2U1","PXYLP1","KCNS2","ZFYVE9","TMEM171","RCAN1","EFCAB14","TPPP3","ZNF222","SLC25A44","ALDH16A1","RAVER2","PBXIP1","WDR82","ADCY1","HNRNPK","SVEP1","PGAP4","CRYL1","GFI1B","NDRG2","MFAP4","ATP23","MTMR10","GREM1","ENTPD3","HR","GFM1","KCNAB1","HIC2","SYAP1","OTUD7A","SIK2","CRTAP","KISS1","RIOX2","TMEM43","GAP43","TP53RK","MYOZ2","LRRN3","SLC25A30","PODN","CSRP2","TMEM9B","ACER2","MAGEF1","IMP3","TMTC2","ZNF664","JRKL","GUSBP1","UBALD2","GALNT17","ATP6V0A2","LSAMP","MRPL40","ZNF284","DIPK1C","INSYN2A","NLGN3","SRGAP2B","SCOC.AS1","HOXA4","FAM118B","MPZL1","MIER1","MAN1A2","RN7SKP72","RN7SKP250","SNORA38","RN7SKP9","TCEA3","XKR4","RNU1.89P","RNU1.4","IGLV4.60","IGLV1.47","IGHV2.5","IGHV3.15","IGHV1.45","SFT2D2","MXD3","ZNF134","MIR99AHG","TMEM167B","TAFA5","RN7SKP111","RN7SKP165","FTH1P10","RTCA.AS1","MRPL20.AS1","IGHV3.72","SLC2A1.AS1","SPATA20P1","PIK3CD.AS2","CHORDC1P1","LINC02574","MAP3K20.AS1","ALG1L6P","HOXB.AS2","RN7SL263P","IGKV1.17","INMT","RN7SL299P","IGKV2.30","IGKV2D.29","RPLP0P2","RN7SL679P","RN7SL395P","IGKV1.27","SCARNA22","OR7E28P","ATXN7L3B","LYN","LINC02732","WAC.AS1","IGLL5","TIFAB","DENND11","HLX.AS1","SH3RF3.AS1","VS"
10.99,8.43,11.95,6.44,49.56,13.57,20.62,95.36,4.19,8.49,0.62,9.25,13.14,1.13,22.86,0.54,1.46,0.05,703.47,2.22,0.65,0.23,0.09,0.51,6.78,58.86,19.98,0.92,11.81,3.16,135.7,4.23,2.35,18.31,34.8,6.38,5.23,6.24,3.03,37.95,27.15,8.8,21.96,10.44,65.52,8.67,0.78,1.29,1.85,15.87,36.17,2.44,6.86,5.43,4.04,9.1,0.04,186.17,13.02,0.14,7.94,4.14,4.5,1.28,7.98,0.32,8.66,0.08,247.78,6.52,2.48,6.38,10.07,2.05,7.71,8.19,9.19,20.81,5.55,142.25,425.82,11.06,12.13,17.46,1.05,0.04,0.44,20.11,0.05,6.88,3.32,4.86,8.19,6.14,2.03,3.3,0.09,4.38,5,8.3,41.78,16.71,1.86,4.15,5.12,4.34,25.65,19.57,0.33,134.32,5.25,9.69,12.89,0.12,20.85,25.78,1.84,7.97,17.54,1.81,2.44,13.48,0.5,0.82,9.32,0.42,4.58,28.71,0,7.02,26.71,0.16,4.09,0.02,0.29,3.53,8.6,7.35,15.51,9.91,14.84,19.21,3.2,11.79,3.71,7.75,17.63,0.92,5.04,4.6,12.26,0.68,0.65,0.17,0.48,16.56,0.03,0.26,8.46,59.61,12.95,9.74,0.18,1.19,10.33,1.39,24.03,0.04,0.18,2332.87,2.83,56.19,34.1,32.19,0,18.64,1.83,4.32,1.3,10.36,2.6,0.37,0,0.15,0.43,5.08,10.25,0.25,0.1,0.49,0,0,2.09,0.03,0.1,5.82,5.11,9.06,0.18,23.29,15.81,0.69,23.74,0.93,15.51,3.16,0.02,16.62,18.29,0.03,5.17,41.58,0.14,10.88,0.27,0.2,"1"
10.05,9.03,14.58,1.56,68.77,8.33,17.02,108.3,5.3,7.5,1.69,16.96,10.94,2.47,20.89,1.9,1.1,0.12,1777.82,1.05,0.27,1.41,0.03,0.1,11.44,47.44,26.64,1.01,6.66,4.3,151.82,9.05,4.57,5.26,3.67,8.2,8.9,10.23,1.42,57.45,20.08,9.89,24.95,10.36,71.77,8.97,0.05,2.69,1.45,17.35,19.92,5.72,6.58,7.88,1.22,9.28,0,215.56,24.08,0.6,10.21,0.96,4.15,1.57,12.41,0.54,8.33,0.06,121.24,5.74,0.04,9.64,45.09,0.85,10.31,11.54,4.43,15.55,5.49,133.28,445.79,7.03,16.86,16.72,1.5,0,0.15,31.22,0.01,6.49,4.04,5.82,6.92,6.94,1.74,8.36,0.01,5.73,2.7,21.21,48.33,64.48,1.22,3.4,9.6,5.98,25.07,19.68,0.79,139.14,1.28,10.38,10.45,0.05,10.71,3.84,2.14,2.39,43.17,1.65,1.93,16.24,0.18,0.8,18.94,0.08,9.63,47.51,0.13,8.71,25.73,0.34,11.38,0.07,0.06,3.24,8.89,2.32,20.2,7.62,5.35,17.15,8.95,30.08,5.73,5.46,15.13,0.24,8.43,0.93,10.16,0.41,1.02,0.16,0.07,13.38,0,0.13,7.63,83.56,17.32,9.76,0,0.32,5.45,1.03,14.64,0,0.23,2138.04,1.18,19.65,11.46,33.07,1.98,31.7,1.34,3.21,0.23,16.7,2.62,0.39,0,0,0,4.16,16.2,1.02,1.68,0.09,0,0.07,10.34,0,0,5.73,24.16,3.42,0.74,23.85,4.43,1.48,26.4,0.48,24.62,3.7,0,42.25,14.73,0,2.45,23.8,0,10.1,0.06,0.05,"0"
7.97,5.28,9.12,5.02,39.34,3.84,25.07,57.48,3.82,12.64,0.43,6.92,11.32,4.02,20.24,1.71,5.57,0.18,61.06,7.94,0.08,0.13,0.34,1.73,0.79,47.77,22.18,5.37,19.77,3.62,141.17,10.16,3.94,8.05,18.01,8.26,6.92,4.61,5.66,109.62,27.21,7.41,24.86,10.12,46.67,9.03,3.92,1.51,2.09,18.16,29.73,4.55,8.61,4.97,4.12,11.44,0.03,63.99,7.65,0.17,11.61,4.04,6.93,1.78,18.12,0.55,6.12,0.18,184.84,10.68,4.22,5.25,7.16,1.78,8.48,8.95,5.34,12.58,5.87,62.38,358.34,14.54,24.32,19.39,0.72,0.92,0.4,37.14,0.14,9.82,5.85,3.56,5.25,5.52,1.73,7.96,0.01,1.67,1.2,15.78,30.37,10.69,1.3,4.4,15.98,1.7,38.72,23.27,0.17,145.15,2.71,3.7,4.62,0.02,42.78,33.79,1.93,4.49,146.96,1.46,2.39,18.76,3.42,0.52,11.32,0.36,3.99,42.29,0.47,10.5,47.53,1.65,3.9,0.05,0.17,4.73,12.12,9.74,15.63,1.6,11.51,12.98,11.79,33.09,8.97,5.18,11.65,0.89,8.52,3.93,7.22,0.91,0.07,0.14,0.36,20.06,0.01,0.57,3.66,48.99,12.37,14.77,0.12,0.42,10.58,1.37,14.71,0.34,0,3653.58,0,100.3,10.5,9.87,0.08,25.2,1.12,7.86,1.86,9.55,3.37,0.39,0,0.13,0.53,4.66,1.1,0.36,0.22,0.56,0,0.22,0.02,0.09,0,3.72,1.82,10.48,0.25,5.59,2.21,1.13,20.26,0.12,11.18,5.19,0.07,21.72,12.9,0,3.93,20.95,0.02,3.42,0.27,0.11,"0"
1.68,0.65,13.63,0,22.98,2.13,8.96,34.25,1.84,1.83,0.5,19.93,13.02,0.03,11.33,0.23,0.51,0,1.86,0,0,0.03,0,0.14,0.09,12.42,10.04,0.02,0.19,8.41,157.32,0.96,1.01,0,0.02,11.3,4.73,0.21,0.03,0,23.47,6.59,13.09,7.19,23.51,4.03,0,0.02,0,24.17,16.99,0,0.01,4.42,0.02,27.52,0.02,87.97,10.11,0,4.49,0.24,0.59,2.64,5.3,0.15,3.18,0,47.66,16.25,0,2.84,0,5.74,6.18,15.34,1.13,5.03,2.94,67.57,1329.38,3.32,6.91,8.65,0.68,0,0,0.09,0,3.85,0.08,3.28,2.73,3.38,0.12,1.76,0,1.67,2.64,3.54,19.18,0.24,2.06,3.71,9.8,0.54,10.36,16.65,0,206.59,0.05,2.09,1.13,0,4.55,0,1.07,1.37,0,1.37,0.17,11.39,0.04,0.68,8.96,0.04,1.77,8.01,2.67,7.84,15.33,0,4.34,0.01,0,2.17,0.05,1.42,17.87,3.06,10.23,16.03,1.86,15.08,3.59,3.97,10.52,0,2.76,0,10,0.54,0,0,0.01,4.16,0,0.01,4.15,20.65,8.56,8.24,0.12,2.2,630.61,3.88,0.91,0,0.57,16153.09,0,0,0,0,0,11.89,4.44,9.05,0,6.7,0,2.14,0,0.38,0.07,3.89,0,1.19,0,0.15,0,0.07,0.01,0,0.03,3.26,0,0.16,1.63,0,0,0.18,12.05,0.48,0,382.71,0.01,18.02,2.37,0.15,3.51,0,0.01,1.15,0,0.01,"1"
2.82,0.13,4.23,0,11.93,1.27,0.56,1.5,0.09,0.73,0.43,7.8,3.87,0,16.65,0.03,0,0,0,0,0,0,0,0.04,0.26,8.52,6.02,0,0.29,1.41,33.01,0,0.34,0,0,0.69,0.79,1.4,0,0,3.92,0.39,0.59,1.55,7.16,0.5,0,0.11,0,3.25,1.24,0,0,1.25,0.69,9.38,0,0,1.17,0,0.2,0.67,0.27,2.47,1.6,0.08,0.75,0,0.85,1.36,0,0.6,0,2.15,0.95,6.79,0,2.84,3.27,107.64,199.78,0.75,1.43,2.17,0.28,0.62,0,0.03,0,0.82,0,0.32,0.72,0.79,0,0.9,0,0.18,1.42,0.45,1.31,0,0,1.41,4.04,0.23,0.95,2.7,0,36.4,0.07,0.47,0,0,0.63,0,0.28,0.41,0,0,4.83,2.9,0,0.59,0.68,0,0.46,2.5,0.64,4.18,4.79,0,0.22,0,0,0.4,0,0.32,0.46,0,0.87,6.95,1.13,3.16,0.28,1.74,6.89,0,0.64,0,3.6,0.07,0,0.09,0.08,2.06,0,0,0.54,8.09,1.88,0.57,1.14,1.53,688.62,4.95,0,0,1.16,2588.92,0,0,0,0,0,6.62,1.66,1.29,0,0.92,0,8.71,0.45,0,0,3.94,0,0,0,0.15,0,0,0,0,0,2.38,0,0.23,4.19,0,0,0.04,6.49,0,0,425.15,0,1.1,1.01,0,0.62,0,0,0.16,0.27,0,"1"
15.09,8.5,18.06,14.17,64.84,7.2,24.36,146.45,7.64,14.07,0.92,6.21,12.32,2.79,22.9,1.54,5.85,0.23,3396.04,5.69,0.35,4.19,0.01,1.14,8.39,41.39,21.98,2.5,9.36,5.42,658.71,21.79,3.32,17.03,62.1,6.37,6.2,9.01,6.72,65.58,20.3,7.71,35.65,14.91,54.33,15.49,1.98,3.78,3.18,29.95,54.69,3.83,10.25,9.71,3.32,4.67,0.05,89.18,15.48,0.25,10.73,5.97,3.3,1.5,11.11,1.05,11.4,0.12,300.62,6.2,2.92,10.27,18.58,1.15,9.36,25.77,8.93,35.97,5.25,154.47,560.92,10.51,9.95,27.21,1.36,0.04,0.73,20.27,0.03,9.57,5.47,8.39,15.66,7.44,3.61,5.92,0.31,5.9,2.82,9.35,32.89,50.64,1.76,5.99,15.88,6.81,37.39,22.72,0.31,192.95,5.86,7.93,13.25,0.02,13.98,16.87,6.54,5,42.12,0.23,1.74,22.05,1.29,0.86,24.59,0.34,8.44,50.85,0.11,14.63,24.18,0.68,9.99,0.04,0.1,6.41,10.38,8.74,18.99,4.68,20.86,15.6,3.53,19.71,9.44,4.97,7.93,0.44,5.9,4.64,9.51,1.09,0.73,0.14,0.52,15.34,0.05,0.23,8.6,92.63,13.39,13.22,0.1,0.44,20.14,2.67,14.68,0.03,0,2754.78,4.01,102.19,67.84,56.17,2.86,28.77,1.58,4.01,1.56,11.79,3.09,3.98,0,0.05,0.5,8.85,15.55,0.09,0.18,0.32,0.02,0.06,1.14,0,0.06,3,64.43,14.88,0.21,110.3,45.94,0.65,15.56,0.1,84.29,5.88,0,22.27,33.62,0,4.11,144.71,0.18,12.32,0.18,0.19,"0"
9.88,6.58,8.41,3.42,37.25,6.81,13.91,50.75,3.13,10.34,0.4,14.3,9.09,2.24,22.37,0.49,0.15,0.24,233.04,1.45,0.09,0.02,0.16,0.9,2.2,31.95,14.11,3.2,10.5,22.95,107.68,2.07,3.6,3.17,16.53,3.72,5.6,0.26,3.59,60.06,26.86,7.73,26.94,11.03,26.76,10.19,0.56,2.43,2.86,16.38,13.63,5.06,3.05,6.5,1,9.96,0,58.1,10.65,0.8,15.17,4.81,6.26,1.21,10.65,0.69,6.65,0.1,104.76,6.52,0.13,6.98,16.07,3.68,13.08,7.95,6.7,11.94,4.42,35.52,443.9,6.85,15.53,20.35,0.4,0.09,0.07,9,0.47,11.15,4.42,4.42,4.2,4.76,0.82,2.87,0.01,5.04,0.93,10,34.39,11.97,1.35,3.7,3.43,2.09,18.14,11.75,0.36,131.09,1.72,3.05,6.88,0,11.98,9.48,1.67,4.69,46.35,0.36,0.67,18.89,0.52,0.97,8.08,0.37,3.86,34.4,1.99,5.44,14.9,0.59,3.54,0.02,0.18,3.78,5.35,8.63,12.56,3.08,12.17,11.3,4.8,19.81,5.91,10.74,25.99,0.82,9.49,0.7,9.78,0.67,0.25,0.04,0.25,26.06,0,0.36,3.48,42.94,13.7,11.4,0.33,0.82,16.45,2.26,5.58,0.01,0.18,5171.65,0.13,0.66,0.37,1.4,0,16.69,1.94,6.19,0.75,13.38,1.4,0.62,0.07,0.2,0.48,2.86,0,0.81,0.88,0.29,0.02,0,0.02,0,0,3.98,1.03,4.18,0.53,2.42,8.81,2.05,23.69,0.25,1.32,4.27,0.05,12.11,14.42,0,2.84,1.74,0.01,5.45,0.08,0.19,"1"
12.47,12.95,13.52,14.38,58.75,16.18,17.01,124.54,5.28,7.3,0.22,5.28,11.22,1.52,16.9,0.4,4.57,0.06,745.16,3.26,0.21,6.02,0.13,0.48,50.95,29.62,15.02,0.81,19.06,4.67,130.55,5.43,4.32,24.27,68.91,5.06,4.46,4.1,3.58,115.21,19.03,10.06,28.8,18.27,48.35,14.35,2.64,1.09,2.08,21.76,27.48,2.68,10.46,9.16,34.62,10.09,0.06,49.86,34.18,0.1,6.07,4.79,1.94,1.31,11.55,0.38,6.39,0.03,220.75,0.48,4.01,9.34,62.11,4.21,13.82,7.3,5.15,36.87,3.98,272.51,530.62,7.06,8.88,35.65,0.63,0.04,1.54,17.63,0.06,6.82,4.91,4.2,7.76,4.14,1.84,3.05,0.08,9.87,2.33,7.7,43.08,17.91,0.74,6.97,3.61,5.88,30.42,17.42,1.19,149.65,5.83,12.68,45.74,0.01,76.36,15.34,0.95,8.74,8.65,5.39,2.3,16.09,0.79,0.51,17.49,0.83,6.79,34.05,0.19,12.16,24.39,0.38,8.32,0.05,0.23,4.75,9.64,3.45,19.64,4.99,17.22,58.69,9.38,19.48,5.54,17.41,10.72,0.46,4.11,3.18,8.55,0.42,1.91,0.07,1.03,14.17,0.02,0.41,15.9,121.92,16.17,11.6,0.13,0.41,6.34,1.4,12.2,0.06,0.05,2509.67,0.26,2.07,1.64,7.29,0,25.61,1.79,3.93,2.26,14.27,4.76,0.22,0.1,0.11,0.47,1.69,4.3,0.85,0,0.25,0.03,0,2.17,0.02,0.02,4.04,3.96,12.85,0.21,3.23,1.22,0.18,14.86,0.2,4.69,2.59,0.03,20.13,23.56,0,4.02,9.25,0.06,28.64,0.25,0.65,"1"
9.57,11.4,13.74,6.25,42.61,10.59,25.75,112.86,8.84,6.91,1,17.1,13.07,0.86,19.41,1.19,1,0.04,765.77,2.86,0.25,2.23,0.16,0.67,12.82,40.04,20.51,0.44,3.61,8.83,180.46,10.51,3.27,14.42,20.38,11.21,6.34,27.93,2.95,103.01,28.21,12.21,32.13,9.81,70.24,14.6,1.27,1.62,1.69,39.45,56.2,1.88,6.83,8.98,3.43,10.73,0.1,105.21,36.34,0.36,8.66,1.45,6.75,2.69,13.18,1.41,8.97,0,306.09,9.18,2.26,6.45,1.98,1.7,12.3,10.43,9.35,22.86,6.61,117.21,420.6,11.53,38.34,22.21,1.09,0.13,0.99,9.61,0.11,8.94,4.45,3.87,8.26,7.38,1.66,4.48,0.03,10.15,4.36,10.04,54.72,5.22,1.31,6.82,8.85,3.95,47.49,23.34,0.78,128.35,3.69,7.73,22.87,0.09,20.07,12.25,4.21,5.37,25.37,0.98,4.67,18.78,0.32,1.8,14.05,0.35,4.55,30.83,0.61,13.18,22.4,0.78,9.8,0.03,0.32,5.85,8.75,4.87,39.45,5.86,15.49,26.55,12.04,21.39,11.65,15.36,12.85,0.37,7.25,4.6,9.58,0.85,0.38,0.08,0.66,19.91,0.01,0.38,9.13,88.06,20.42,16.79,0.12,0.53,19.41,2.55,23.03,0.04,0.4,3963.58,0.18,4.73,3.34,15.72,0,31.37,4.53,9.81,4.09,16.93,4.78,5.15,0,0.2,1.23,10.11,0.52,0.94,0.15,0.88,0,0,1.33,0.04,0.07,3.91,3.42,8.85,0.75,13.19,1.54,0.82,16.07,0.6,15.68,4.22,0,26.15,37.44,0.04,6.75,10.98,0.07,10.23,0.17,0.05,"1"
8.4,8.43,10.27,3.47,34.04,4.79,37.16,99.84,6.02,10.86,0.77,13.65,14.24,1.88,21.52,0.35,0.61,0.02,42.67,1.56,0.11,0.46,0.09,0.37,7.05,56.36,17.64,0.13,3.74,16.73,98.76,4.97,5.01,3.69,17.85,3.11,2.48,3.51,1.89,76.94,21.87,11.09,50.96,9.12,22.76,11.31,0.64,0.7,2.75,32.56,26.24,1.42,1.41,5.11,1.69,13.63,0.03,36.53,7.2,0.3,7.83,6.88,4,1.39,11.85,0.54,4.99,0.41,232.52,9.93,1.27,8.29,20.19,6.85,20.41,7.79,11.21,13.9,2.53,61.06,409.13,6.26,15.59,22.22,0.95,0.06,0.23,5.71,0.26,10.89,4.86,5.43,5.56,4.93,1.73,4.29,0,6.07,1.41,11.6,30.22,2.12,1.16,3.57,2.67,2.48,19.73,14.24,0.45,139.86,2.47,5.16,7.39,0.07,9.08,7.32,1.35,9.27,40.34,0.54,1.45,16.61,0.29,1.08,13.84,0.4,3.56,22.4,0.14,8.02,30.25,0.11,4.38,0,0.1,3.99,4.21,5.99,26.4,1.29,11.16,7.74,10.23,31.04,10.66,8.59,10.17,0.17,6.4,2.62,15.73,0.81,0.15,0.06,0.29,23.86,0.03,0.91,5.14,52.51,22.08,9.51,29.62,1.3,110.37,17.39,5.8,0,0.74,16076.07,0,1.24,1.98,6.34,0,14.15,1.33,3.9,2.88,16.42,2.75,1.87,0.1,0.56,0.4,2.88,0.61,1.15,0.46,0.38,0.06,0.08,0.22,0,0.11,3.68,1.85,3.04,0.42,0.87,1.82,1.04,18.1,0.73,0.63,19.62,0.14,19.41,16.47,0,5.53,1.56,0.04,5.81,0.06,0.25,"1"
2.54,0.72,28.16,0.07,0.77,8.93,0.63,2.74,54.61,22.46,0.35,4.81,4.28,0,0,3.79,0,0,0.73,0.17,93.11,0,1.54,18,0,5.05,1.05,0,1.9,2.21,0,0.78,4.57,0.68,2.07,0,2.71,0.59,0.87,0.81,10.72,0.13,8.53,40.86,12.18,1.02,0,2.23,0.88,2.03,4.53,0,0,0.67,0.89,1.77,0,0.69,0,0,20.69,0,2.78,2.28,0,7.18,5.12,1.03,6.05,3.7,5.33,0.14,1.09,0,4.56,15.96,16.62,29.83,4.61,14.87,13.59,0,0,5.08,171.73,0,0,3.36,0,0.96,0.75,7.93,0,3.71,0.81,0.24,2.02,0.26,0,3.74,0.18,0,0,1.57,0.69,2.22,3.07,7.26,0.34,0,1.02,0,0,0,14.97,1.9,0,23.48,0.98,1.77,0.07,30.64,25.36,0.09,16.31,0.28,8.61,1.43,0,55.7,0.38,2.03,0.73,1.15,9.4,6.23,19.19,1.14,1.23,0,1.54,57.6,0.1,0.25,1.04,0,1.37,0.58,10.99,53.19,6.86,2.05,0,20.02,0.28,1.95,0,0.98,7.94,2.71,3.61,1.09,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,135.21,0,0,1.83,0,0,0,0.82,0,8.16,0,0.55,0,4.39,0.9,0,8.68,1.77,17.35,8.87,0,20.34,0,0,0,4.78,0,3.46,0,0,0,0,0,0,2.88,0,0,2.53,7.33,15.31,"0"
9.17,19.43,13.56,6.1,71.26,4.53,18.97,92.57,3.9,5.9,0.48,9.29,17.96,0.66,17.8,0.23,0.88,0.05,486.56,1.52,0.77,1.04,0.07,0.4,1.61,22.99,16.65,0.76,9.14,6.43,193.63,2.59,2.76,5.94,31.96,6.3,5.42,5.33,1.67,73.81,29.68,12.17,26.92,9.54,46.33,9.81,1.32,1.06,1.71,17.56,41.4,1.85,4.74,6.91,1.45,8.23,0.06,74.41,48.55,0.41,8.45,1.83,6.72,1.26,14.22,0.32,5.97,2.3,156.87,10.74,1.3,7.62,5.62,4.19,11.81,8.83,4.1,19.32,4.41,72,523.03,15.37,53.1,17.34,0.47,0.01,0.45,7.01,0.15,5.76,3.37,3.54,7.18,4.35,1.18,4.8,0.03,4.89,3.58,6.13,52.36,3.89,0.59,4.71,7.93,5.61,31.24,24.26,0.21,188.2,3.06,6.35,22.42,0.07,24.4,13.36,1.82,4.91,11.03,0.8,1.49,14.48,0.79,0.65,10.79,0.42,4.07,27.45,1.31,6.6,25.89,0.14,4.16,0.03,0.2,4.1,6.16,2.91,20.02,8.83,9.67,14.66,7.09,24.27,4.42,3.14,13.8,0.75,6.77,3.14,4.76,0.44,0.27,0.12,0.37,19.39,0,0.57,7.52,66.24,16.58,9.57,0.46,0.5,11.98,1.25,13.44,0.05,0,3428.38,0.47,3.53,3.38,3.57,0,28.39,2.14,9.12,1.13,14.74,2.56,0.61,0.06,0.1,0.15,4.35,0.43,0.8,0,0.26,0,0.05,0.53,0,0.09,4.35,0.24,5.96,0.32,4.71,0.77,0.74,18.06,0.15,1.39,4.06,0.05,23.96,20.62,0,3.21,3.93,0.06,8.23,0.25,0.18,"1"
4.03,2.79,17.06,0.62,21.52,5.46,39.49,79.99,5.54,7.77,1.62,22.33,15.11,0.23,13.83,0.62,0.02,0,0.28,0.03,0,0.06,0,0.46,0,22.33,12.69,0.05,0.1,8.3,220.02,1.53,0.82,0.34,0.1,6.46,5.36,2.4,0.2,0.55,21.67,5.88,31.82,12.2,44.59,8.71,0.03,0.08,0.01,31.19,28.55,0.08,0.01,11.12,0.17,35.92,0.02,110.74,11.05,0,5.57,3.06,1.44,2.3,12.75,0.11,2.95,0,209.99,24.62,0.02,4.87,0.44,14.78,9.26,8.98,4.13,9.86,2.7,129.66,766.93,3.89,6.39,27.55,0.44,0.01,0.01,1.95,0.06,9.77,1.02,8.48,5.93,12.05,1.12,4.88,0,2.94,2.11,31.83,18.58,0.36,4,3.56,6.49,2.27,8.28,12.59,0.02,202.08,0.04,3.12,10.94,0,18.33,0.01,5.45,3.44,0.37,1,0.5,18.01,0.18,1.34,13.99,0.06,3.14,25.93,4.27,16.33,17.9,0,8.47,0.01,0,2.71,0.02,2.56,34.46,2.52,14.81,24.02,5.09,16.4,8.07,6.94,11.32,0.01,5.29,0.02,40.2,1.38,0,0.01,0.09,10.35,0.01,0,13,35.7,26.14,8.48,6.12,3.59,24.28,15.68,3.83,0,4.73,4014.38,0,0,0,0,0,11.61,5.96,12.2,1.59,13.81,0.01,6.39,0.07,0.1,0.21,2.3,0,0.66,0,0.61,0,0.2,0.01,0,0,9.18,0,0.16,2.18,0,0,0.21,21.63,2.07,0,22.85,0,19.43,10.07,0.14,2.13,0,0,2.64,0.06,0,"1"
6.37,5.95,10.19,21.45,46.33,5.51,20.2,51.05,3.68,10.04,1.17,7.6,10.47,1.44,28.91,0.83,0.49,0.02,70.74,6.05,0.26,0.01,0.06,0.45,0.37,47.53,17.12,0.53,9.12,3.57,113.08,4.95,2.78,30.84,22.46,5.77,4.55,5.36,5.6,164.5,34.4,9.5,46.99,11.81,81.62,11.5,2.25,1.44,4.05,24.72,37.86,3.19,13.69,7.54,3.43,18.94,0.04,53.94,13.76,0.35,9.14,6.2,5.44,1.44,19.15,0.22,10.04,0.03,243.77,15.39,2.65,7.57,3.36,3.15,11.07,8.88,12.69,16.89,4.59,116.78,400.27,8.58,10.41,20.62,1.84,0.01,0.61,8.82,0.35,8.77,4.85,4.33,5.31,4.14,3.12,6.03,0.09,6.57,1.36,10.22,44.91,45.9,1.53,6.07,6.44,3.53,38.74,21.92,0.88,159.18,10.58,2.95,23.93,0.03,23.79,24.57,1.54,7.19,25,0.47,0.79,15.13,0.86,2.01,12.62,0.73,7.14,46.59,0.28,7.68,22.07,0.52,6.97,0.02,0.38,10.22,23.07,11.81,19.86,2.31,19.47,19.18,6.35,38.4,6.16,9.75,11.7,0.81,6.48,8.81,17.44,0.5,0.32,0.21,1.07,18.18,0.01,0.64,7.09,92.35,15.07,14.74,0.08,0.67,10.85,0.77,7.07,0.05,0.17,2503.43,0.29,18.6,16.61,160.59,0.03,33.82,1.9,9.76,4.55,17.33,7.69,0.14,0.03,0.1,0.4,7.36,17.07,0.7,0.21,1.45,0.02,0.08,0.18,0.01,0.33,3.43,62.64,21.3,0.31,46.45,0.88,1.78,13.46,0.21,193.41,4.06,0.06,33.42,17.35,0.01,8.14,74.92,0.09,6.34,0.27,0.67,"1"
9.35,10.09,12.39,5.39,62.73,8.55,22.73,103.45,6.59,16.01,0.66,13.09,12.03,2.85,26.84,0.53,1.23,0.17,223.43,2.23,0.31,0.35,0.07,0.29,2.2,49.11,17.71,0.49,5.96,6.44,114.07,4.13,3.42,20.02,5.78,4.16,2.5,0.7,4.28,154.12,22.23,8.11,51.68,12.26,40.91,19.28,0.52,3.09,3.98,44.82,64.35,4.23,7.51,4.72,4.47,12.47,0.05,109.98,16.03,1.77,7.25,6.05,5.54,1.32,13.94,0.2,7.78,0.02,347.78,8.69,2.06,14.13,2.83,2.26,15.75,8.28,11.22,13.98,5.13,86.77,433.06,6.2,20,40.57,0.67,0.03,0.28,10.14,0.52,9.57,4.36,8.84,4.2,3.76,3.55,5.45,0.04,5.29,2.78,11.76,44.94,3.48,1.19,6.02,5.61,3.37,32.02,19.45,0.73,182.32,4.38,13.96,20.31,0.15,20.18,12.55,1.92,9.59,113.69,2,2.03,19.39,0.34,1.09,14.38,0.33,5.33,43.69,0.03,6.84,26.26,1.32,5.71,0.07,0.28,5.62,17.28,6.8,23.42,13.86,8.75,12.26,4.73,26.41,10.11,5.96,10.06,0.85,7.98,3.51,10.53,1.28,0.6,0.13,0.35,12.14,0.02,0.59,8.93,117.13,17.99,11.37,0,0.28,6.89,1.87,4.78,0,0,1659.97,0,0.16,1.6,0.72,0,29.88,1.76,7.75,3.24,11.82,7.4,0.17,0,0.13,0.2,3.06,0.14,0.82,0.43,0.14,0.04,0,0.99,0.05,0,7.48,0.23,12.54,0.57,0.22,0,1.7,14.5,0.78,0.17,3.02,0.03,22.08,24.98,0,4.23,0.49,0.03,6.55,0.25,0.12,"1"
